table,gender,tobacco,issue_age,duration,q_sel
t3369,Male,Nonsmoker,31,2,1.5e-4
t3369,Male,Nonsmoker,31,3,2.2e-4
t3369,Male,Nonsmoker,31,4,2.6e-4
t3369,Male,Nonsmoker,31,5,2.8e-4
t3369,Male,Nonsmoker,31,6,3.1e-4
t3369,Male,Nonsmoker,31,7,3.5e-4
t3369,Male,Nonsmoker,31,8,4.1e-4
t3369,Male,Nonsmoker,31,9,5.1e-4
t3369,Male,Nonsmoker,31,10,6e-4
t3369,Male,Nonsmoker,31,11,6.6e-4
t3369,Male,Nonsmoker,31,12,7.1e-4
t3369,Male,Nonsmoker,31,13,7.8e-4
t3369,Male,Nonsmoker,31,14,8.7e-4
t3369,Male,Nonsmoker,31,15,9.7e-4
t3369,Male,Nonsmoker,31,16,0.00111
t3369,Male,Nonsmoker,31,17,0.00124
t3369,Male,Nonsmoker,31,18,0.00134
t3369,Male,Nonsmoker,31,19,0.00147
t3369,Male,Nonsmoker,31,20,0.00162
t3369,Male,Nonsmoker,31,21,0.00183
t3369,Male,Nonsmoker,31,22,0.00207
t3369,Male,Nonsmoker,31,23,0.00233
t3369,Male,Nonsmoker,31,24,0.00262
t3369,Male,Nonsmoker,31,25,0.0029
t3369,Male,Nonsmoker,32,1,1.4e-4
t3369,Male,Nonsmoker,32,2,1.5e-4
t3369,Male,Nonsmoker,32,3,2.3e-4
t3369,Male,Nonsmoker,32,4,2.7e-4
t3369,Male,Nonsmoker,32,5,3e-4
t3369,Male,Nonsmoker,32,6,3.3e-4
t3369,Male,Nonsmoker,32,7,3.9e-4
t3369,Male,Nonsmoker,32,8,4.5e-4
t3369,Male,Nonsmoker,32,9,5.6e-4
t3369,Male,Nonsmoker,32,10,6.4e-4
t3369,Male,Nonsmoker,32,11,7e-4
t3369,Male,Nonsmoker,32,12,7.5e-4
t3369,Male,Nonsmoker,32,13,8.2e-4
t3369,Male,Nonsmoker,32,14,9.2e-4
t3369,Male,Nonsmoker,32,15,0.00104
t3369,Male,Nonsmoker,32,16,0.00118
t3369,Male,Nonsmoker,32,17,0.00131
t3369,Male,Nonsmoker,32,18,0.00143
t3369,Male,Nonsmoker,32,19,0.00158
t3369,Male,Nonsmoker,32,20,0.00176
t3369,Male,Nonsmoker,32,21,0.00198
t3369,Male,Nonsmoker,32,22,0.00225
