table,gender,issue_age,duration,q_sel
t3361,Male,32,11,9.6e-4
t3361,Male,32,12,0.00104
t3361,Male,32,13,0.00115
t3361,Male,32,14,0.00126
t3361,Male,32,15,0.00141
t3361,Male,32,16,0.00159
t3361,Male,32,17,0.00176
t3361,Male,32,18,0.00191
t3361,Male,32,19,0.00208
t3361,Male,32,20,0.00227
t3361,Male,32,21,0.0025
t3361,Male,32,22,0.00277
t3361,Male,32,23,0.00307
t3361,Male,32,24,0.00338
t3361,Male,32,25,0.00368
t3361,Male,33,1,1.9e-4
t3361,Male,33,2,2.6e-4
t3361,Male,33,3,3.6e-4
t3361,Male,33,4,4.3e-4
t3361,Male,33,5,4.8e-4
t3361,Male,33,6,5.3e-4
t3361,Male,33,7,6e-4
t3361,Male,33,8,7e-4
t3361,Male,33,9,8.3e-4
t3361,Male,33,10,9.4e-4
t3361,Male,33,11,0.00102
t3361,Male,33,12,0.00109
t3361,Male,33,13,0.00121
t3361,Male,33,14,0.00136
t3361,Male,33,15,0.00152
t3361,Male,33,16,0.00171
t3361,Male,33,17,0.0019
t3361,Male,33,18,0.00207
t3361,Male,33,19,0.00227
t3361,Male,33,20,0.00248
t3361,Male,33,21,0.00275
t3361,Male,33,22,0.00306
t3361,Male,33,23,0.00338
t3361,Male,33,24,0.00368
t3361,Male,33,25,0.00401
t3361,Male,34,1,2e-4
t3361,Male,34,2,2.7e-4
t3361,Male,34,3,3.9e-4
t3361,Male,34,4,4.5e-4
t3361,Male,34,5,5e-4
t3361,Male,34,6,5.8e-4
t3361,Male,34,7,6.6e-4
t3361,Male,34,8,7.7e-4
t3361,Male,34,9,9e-4
t3361,Male,34,10,0.00101
t3361,Male,34,11,0.00106
t3361,Male,34,12,0.00115
t3361,Male,34,13,0.0013
t3361,Male,34,14,0.00147
t3361,Male,34,15,0.00164
t3361,Male,34,16,0.00184
t3361,Male,34,17,0.00205
t3361,Male,34,18,0.00225
t3361,Male,34,19,0.00247
t3361,Male,34,20,0.00272
t3361,Male,34,21,0.00303
t3361,Male,34,22,0.00337
t3361,Male,34,23,0.00368
t3361,Male,34,24,0.00401
t3361,Male,34,25,0.00439
t3361,Male,35,1,2e-4
t3361,Male,35,2,2.8e-4
t3361,Male,35,3,4.1e-4
t3361,Male,35,4,4.8e-4
t3361,Male,35,5,5.5e-4
t3361,Male,35,6,6.3e-4
t3361,Male,35,7,7.1e-4
t3361,Male,35,8,8.5e-4
t3361,Male,35,9,9.6e-4
t3361,Male,35,10,0.00104
t3361,Male,35,11,0.00112
t3361,Male,35,12,0.00124
t3361,Male,35,13,0.00141
t3361,Male,35,14,0.00159
t3361,Male,35,15,0.00177
t3361,Male,35,16,0.00199
t3361,Male,35,17,0.00222
t3361,Male,35,18,0.00243
t3361,Male,35,19,0.00269
t3361,Male,35,20,0.00298
t3361,Male,35,21,0.00333
t3361,Male,35,22,0.00368
t3361,Male,35,23,0.00401
t3361,Male,35,24,0.00439
t3361,Male,35,25,0.00482
t3361,Male,36,1,2.1e-4
t3361,Male,36,2,3e-4
t3361,Male,36,3,4.4e-4
t3361,Male,36,4,5.1e-4
t3361,Male,36,5,6e-4
t3361,Male,36,6,6.9e-4
t3361,Male,36,7,7.9e-4
t3361,Male,36,8,9.2e-4
t3361,Male,36,9,0.00101
t3361,Male,36,10,0.00108
t3361,Male,36,11,0.00121
t3361,Male,36,12,0.00135
t3361,Male,36,13,0.00153
t3361,Male,36,14,0.00172
t3361,Male,36,15,0.00192
t3361,Male,36,16,0.00215
t3361,Male,36,17,0.00239
t3361,Male,36,18,0.00264
t3361,Male,36,19,0.00293
t3361,Male,36,20,0.00327
t3361,Male,36,21,0.00366
t3361,Male,36,22,0.00401
t3361,Male,36,23,0.00439
t3361,Male,36,24,0.00482
t3361,Male,36,25,0.00533
t3361,Male,37,1,2.1e-4
t3361,Male,37,2,3.2e-4
t3361,Male,37,3,4.8e-4
t3361,Male,37,4,5.7e-4
t3361,Male,37,5,6.6e-4
t3361,Male,37,6,7.5e-4
t3361,Male,37,7,8.7e-4
t3361,Male,37,8,9.7e-4
t3361,Male,37,9,0.00104
t3361,Male,37,10,0.00118
t3361,Male,37,11,0.00132
t3361,Male,37,12,0.00148
t3361,Male,37,13,0.00167
t3361,Male,37,14,0.00187
t3361,Male,37,15,0.00208
t3361,Male,37,16,0.00233
t3361,Male,37,17,0.00259
t3361,Male,37,18,0.00287
t3361,Male,37,19,0.0032
t3361,Male,37,20,0.00359
t3361,Male,37,21,0.00401
t3361,Male,37,22,0.00439
t3361,Male,37,23,0.00482
t3361,Male,37,24,0.00533
t3361,Male,37,25,0.00591
t3361,Male,38,1,2.2e-4
t3361,Male,38,2,3.5e-4
t3361,Male,38,3,5.2e-4
t3361,Male,38,4,6.1e-4
t3361,Male,38,5,7.1e-4
t3361,Male,38,6,8.2e-4
t3361,Male,38,7,0.00093000000000000005
t3361,Male,38,8,0.001
t3361,Male,38,9,0.00113
t3361,Male,38,10,0.00129
t3361,Male,38,11,0.00145
t3361,Male,38,12,0.00162
t3361,Male,38,13,0.00182
t3361,Male,38,14,0.00204
t3361,Male,38,15,0.00227
t3361,Male,38,16,0.00253
t3361,Male,38,17,0.00282
t3361,Male,38,18,0.00314
t3361,Male,38,19,0.00353
t3361,Male,38,20,0.00397
t3361,Male,38,21,0.00439
t3361,Male,38,22,0.00482
t3361,Male,38,23,0.00533
t3361,Male,38,24,0.00591
t3361,Male,38,25,0.00655
t3361,Male,39,1,2.4e-4
t3361,Male,39,2,3.9e-4
t3361,Male,39,3,5.7e-4
t3361,Male,39,4,6.7e-4
t3361,Male,39,5,7.7e-4
t3361,Male,39,6,8.8e-4
t3361,Male,39,7,9.6e-4
t3361,Male,39,8,0.00109
t3361,Male,39,9,0.00125
t3361,Male,39,10,0.00143
t3361,Male,39,11,0.0016
t3361,Male,39,12,0.00178
t3361,Male,39,13,0.002
t3361,Male,39,14,0.00224
t3361,Male,39,15,0.00249
t3361,Male,39,16,0.00277
t3361,Male,39,17,0.00309
t3361,Male,39,18,0.00346
t3361,Male,39,19,0.00392
t3361,Male,39,20,0.00439
t3361,Male,39,21,0.00482
t3361,Male,39,22,0.00533
t3361,Male,39,23,0.00591
t3361,Male,39,24,0.00654
t3361,Male,39,25,0.0073
t3361,Male,40,1,2.6e-4
t3361,Male,40,2,4.4e-4
t3361,Male,40,3,6.3e-4
t3361,Male,40,4,7.3e-4
t3361,Male,40,5,8.4e-4
t3361,Male,40,6,0.00093000000000000005
t3361,Male,40,7,0.00106
t3361,Male,40,8,0.0012
t3361,Male,40,9,0.00137
t3361,Male,40,10,0.00157
t3361,Male,40,11,0.00176
t3361,Male,40,12,0.00196
t3361,Male,40,13,0.0022
t3361,Male,40,14,0.00246
t3361,Male,40,15,0.00273
t3361,Male,40,16,0.00305
t3361,Male,40,17,0.00342
t3361,Male,40,18,0.00385
t3361,Male,40,19,0.00438
t3361,Male,40,20,0.00482
t3361,Male,40,21,0.00533
t3361,Male,40,22,0.00591
t3361,Male,40,23,0.00652
t3361,Male,40,24,0.00724
t3361,Male,40,25,0.00809
t3361,Male,41,1,2.9e-4
t3361,Male,41,2,5e-4
t3361,Male,41,3,6.8e-4
t3361,Male,41,4,7.9e-4
t3361,Male,41,5,8.9e-4
t3361,Male,41,6,0.00102
t3361,Male,41,7,0.00116
t3361,Male,41,8,0.00132
t3361,Male,41,9,0.00151
t3361,Male,41,10,0.00173
t3361,Male,41,11,0.00193
t3361,Male,41,12,0.00215
t3361,Male,41,13,0.00243
t3361,Male,41,14,0.00272
t3361,Male,41,15,0.00302
t3361,Male,41,16,0.00337
t3361,Male,41,17,0.0038
t3361,Male,41,18,0.00434
t3361,Male,41,19,0.00482
t3361,Male,41,20,0.00533
t3361,Male,41,21,0.00591
t3361,Male,41,22,0.00652
t3361,Male,41,23,0.00719
t3361,Male,41,24,0.00804
t3361,Male,41,25,0.00893
t3361,Male,42,1,3.3e-4
t3361,Male,42,2,5.5e-4
t3361,Male,42,3,7.2e-4
t3361,Male,42,4,8.4e-4
t3361,Male,42,5,9.7e-4
t3361,Male,42,6,0.00111
t3361,Male,42,7,0.00126
t3361,Male,42,8,0.00145
t3361,Male,42,9,0.00167
t3361,Male,42,10,0.0019
t3361,Male,42,11,0.00212
t3361,Male,42,12,0.00237
t3361,Male,42,13,0.00268
t3361,Male,42,14,0.00301
t3361,Male,42,15,0.00334
t3361,Male,42,16,0.00375
t3361,Male,42,17,0.0043
t3361,Male,42,18,0.00482
t3361,Male,42,19,0.00533
t3361,Male,42,20,0.00591
t3361,Male,42,21,0.00652
t3361,Male,42,22,0.00716
t3361,Male,42,23,0.00792
t3361,Male,42,24,0.00883
t3361,Male,42,25,0.00983
t3361,Male,43,1,3.7e-4
t3361,Male,43,2,6e-4
t3361,Male,43,3,7.6e-4
t3361,Male,43,4,9.2e-4
t3361,Male,43,5,0.00106
t3361,Male,43,6,0.00121
t3361,Male,43,7,0.00138
t3361,Male,43,8,0.0016
t3361,Male,43,9,0.00183
t3361,Male,43,10,0.00208
t3361,Male,43,11,0.00232
t3361,Male,43,12,0.00261
t3361,Male,43,13,0.00297
t3361,Male,43,14,0.00333
t3361,Male,43,15,0.00371
t3361,Male,43,16,0.00422
t3361,Male,43,17,0.00479
t3361,Male,43,18,0.00533
t3361,Male,43,19,0.00591
t3361,Male,43,20,0.00652
t3361,Male,43,21,0.00716
t3361,Male,43,22,0.00788
t3361,Male,43,23,0.00875
t3361,Male,43,24,0.00975
t3361,Male,43,25,0.01081
t3361,Male,44,1,4.1e-4
t3361,Male,44,2,6.4e-4
t3361,Male,44,3,8.3e-4
t3361,Male,44,4,0.001
t3361,Male,44,5,0.00116
t3361,Male,44,6,0.00132
t3361,Male,44,7,0.00152
t3361,Male,44,8,0.00176
t3361,Male,44,9,0.00201
t3361,Male,44,10,0.00228
t3361,Male,44,11,0.00256
t3361,Male,44,12,0.00289
t3361,Male,44,13,0.00329
t3361,Male,44,14,0.0037
t3361,Male,44,15,0.00415
t3361,Male,44,16,0.00471
t3361,Male,44,17,0.00533
t3361,Male,44,18,0.00591
t3361,Male,44,19,0.00652
t3361,Male,44,20,0.00716
t3361,Male,44,21,0.00784
t3361,Male,44,22,0.0087
t3361,Male,44,23,0.0097
t3361,Male,44,24,0.01077
t3361,Male,44,25,0.0119
t3361,Male,45,1,4.5e-4
t3361,Male,45,2,6.9e-4
t3361,Male,45,3,9e-4
t3361,Male,45,4,0.0011
t3361,Male,45,5,0.00126
t3361,Male,45,6,0.00145
t3361,Male,45,7,0.00169
t3361,Male,45,8,0.00194
t3361,Male,45,9,0.0022
t3361,Male,45,10,0.0025
t3361,Male,45,11,0.00283
t3361,Male,45,12,0.00321
t3361,Male,45,13,0.00366
t3361,Male,45,14,0.00411
t3361,Male,45,15,0.00462
t3361,Male,45,16,0.00525
t3361,Male,45,17,0.00591
t3361,Male,45,18,0.00652
t3361,Male,45,19,0.00716
t3361,Male,45,20,0.00784
t3361,Male,45,21,0.00863
t3361,Male,45,22,0.00967
t3361,Male,45,23,0.01077
t3361,Male,45,24,0.0119
t3361,Male,45,25,0.01315
t3361,Male,46,1,5.1e-4
t3361,Male,46,2,7.3e-4
t3361,Male,46,3,9.7e-4
t3361,Male,46,4,0.0012
t3361,Male,46,5,0.00139
t3361,Male,46,6,0.00161
t3361,Male,46,7,0.00188
t3361,Male,46,8,0.00214
t3361,Male,46,9,0.00242
t3361,Male,46,10,0.00276
t3361,Male,46,11,0.00315
t3361,Male,46,12,0.00358
t3361,Male,46,13,0.00406
t3361,Male,46,14,0.00456
t3361,Male,46,15,0.00514
t3361,Male,46,16,0.00582
t3361,Male,46,17,0.00652
t3361,Male,46,18,0.00716
t3361,Male,46,19,0.00784
t3361,Male,46,20,0.00863
t3361,Male,46,21,0.00957
t3361,Male,46,22,0.01075
t3361,Male,46,23,0.0119
t3361,Male,46,24,0.01315
t3361,Male,46,25,0.01456
t3361,Male,47,1,5.6e-4
t3361,Male,47,2,7.8e-4
t3361,Male,47,3,0.00106
t3361,Male,47,4,0.00132
t3361,Male,47,5,0.00154
t3361,Male,47,6,0.0018
t3361,Male,47,7,0.00209
t3361,Male,47,8,0.00236
t3361,Male,47,9,0.00267
t3361,Male,47,10,0.00307
t3361,Male,47,11,0.00352
t3361,Male,47,12,0.00402
t3361,Male,47,13,0.00452
t3361,Male,47,14,0.00507
t3361,Male,47,15,0.00571
t3361,Male,47,16,0.00645
t3361,Male,47,17,0.00716
t3361,Male,47,18,0.00784
t3361,Male,47,19,0.00863
t3361,Male,47,20,0.00953
t3361,Male,47,21,0.01062
t3361,Male,47,22,0.0119
t3361,Male,47,23,0.01315
t3361,Male,47,24,0.01456
t3361,Male,47,25,0.01621
t3361,Male,48,1,6.1e-4
t3361,Male,48,2,8.4e-4
t3361,Male,48,3,0.00117
t3361,Male,48,4,0.00146
t3361,Male,48,5,0.00172
t3361,Male,48,6,0.00202
t3361,Male,48,7,0.00232
t3361,Male,48,8,0.0026
t3361,Male,48,9,0.00296
t3361,Male,48,10,0.00344
t3361,Male,48,11,0.004
t3361,Male,48,12,0.00449
t3361,Male,48,13,0.00502
t3361,Male,48,14,0.00562
t3361,Male,48,15,0.00632
t3361,Male,48,16,0.00713
t3361,Male,48,17,0.00784
t3361,Male,48,18,0.00863
t3361,Male,48,19,0.00953
t3361,Male,48,20,0.01055
t3361,Male,48,21,0.01181
t3361,Male,48,22,0.01315
t3361,Male,48,23,0.01456
t3361,Male,48,24,0.01621
t3361,Male,48,25,0.01813
t3361,Male,49,1,6.5e-4
t3361,Male,49,2,9.1e-4
t3361,Male,49,3,0.00129
t3361,Male,49,4,0.00162
t3361,Male,49,5,0.00193
t3361,Male,49,6,0.00226
t3361,Male,49,7,0.00256
t3361,Male,49,8,0.00287
t3361,Male,49,9,0.00329
t3361,Male,49,10,0.00396
t3361,Male,49,11,0.00448
t3361,Male,49,12,0.00498
t3361,Male,49,13,0.00555
t3361,Male,49,14,0.00621
t3361,Male,49,15,0.00698
t3361,Male,49,16,0.00783
t3361,Male,49,17,0.00863
t3361,Male,49,18,0.00953
t3361,Male,49,19,0.01054
t3361,Male,49,20,0.01167
t3361,Male,49,21,0.01313
t3361,Male,49,22,0.01456
t3361,Male,49,23,0.01621
t3361,Male,49,24,0.01813
t3361,Male,49,25,0.02036
t3361,Male,50,1,6.8e-4
t3361,Male,50,2,0.001
t3361,Male,50,3,0.00143
t3361,Male,50,4,0.00181
t3361,Male,50,5,0.00217
t3361,Male,50,6,0.0025
t3361,Male,50,7,0.0028
t3361,Male,50,8,0.00316
t3361,Male,50,9,0.00386
t3361,Male,50,10,0.00445
t3361,Male,50,11,0.00498
t3361,Male,50,12,0.00551
t3361,Male,50,13,0.00613
t3361,Male,50,14,0.00686
t3361,Male,50,15,0.00769
t3361,Male,50,16,0.00862
t3361,Male,50,17,0.00953
t3361,Male,50,18,0.01054
t3361,Male,50,19,0.01161
t3361,Male,50,20,0.01293
t3361,Male,50,21,0.01456
t3361,Male,50,22,0.01621
t3361,Male,50,23,0.01813
t3361,Male,50,24,0.02036
t3361,Male,50,25,0.02287
t3361,Male,51,1,7.1e-4
t3361,Male,51,2,0.00112
t3361,Male,51,3,0.0016
t3361,Male,51,4,0.00203
t3361,Male,51,5,0.00242
t3361,Male,51,6,0.00274
t3361,Male,51,7,0.00309
t3361,Male,51,8,0.0037200000000000002
t3361,Male,51,9,0.00433
t3361,Male,51,10,0.00496
t3361,Male,51,11,0.00551
t3361,Male,51,12,0.00613
t3361,Male,51,13,0.00677
t3361,Male,51,14,0.00756
t3361,Male,51,15,0.00849
t3361,Male,51,16,0.00953
t3361,Male,51,17,0.01054
t3361,Male,51,18,0.01159
t3361,Male,51,19,0.0128
t3361,Male,51,20,0.01432
t3361,Male,51,21,0.01621
t3361,Male,51,22,0.01813
t3361,Male,51,23,0.02036
t3361,Male,51,24,0.02287
t3361,Male,51,25,0.02562
t3361,Male,52,1,7.5e-4
t3361,Male,52,2,0.00125
t3361,Male,52,3,0.00179
t3361,Male,52,4,0.00229
t3361,Male,52,5,0.00269
t3361,Male,52,6,0.00304
t3361,Male,52,7,0.00358
t3361,Male,52,8,0.00414
t3361,Male,52,9,0.00482
t3361,Male,52,10,0.00551
t3361,Male,52,11,0.00613
t3361,Male,52,12,0.00677
t3361,Male,52,13,0.00749
t3361,Male,52,14,0.0084
t3361,Male,52,15,0.00949
t3361,Male,52,16,0.01054
t3361,Male,52,17,0.01159
t3361,Male,52,18,0.01275
t3361,Male,52,19,0.01421
t3361,Male,52,20,0.01604
t3361,Male,52,21,0.01813
t3361,Male,52,22,0.02035
t3361,Male,52,23,0.02269
t3361,Male,52,24,0.02551
t3361,Male,52,25,0.0285
t3361,Male,53,1,8e-4
t3361,Male,53,2,0.0014
t3361,Male,53,3,0.00202
t3361,Male,53,4,0.00259
t3361,Male,53,5,0.00299
t3361,Male,53,6,0.00348
t3361,Male,53,7,0.00399
t3361,Male,53,8,0.00463
t3361,Male,53,9,0.0054
t3361,Male,53,10,0.00613
t3361,Male,53,11,0.00677
t3361,Male,53,12,0.00749
t3361,Male,53,13,0.00832
t3361,Male,53,14,0.00943
t3361,Male,53,15,0.01054
t3361,Male,53,16,0.01159
t3361,Male,53,17,0.01275
t3361,Male,53,18,0.01421
t3361,Male,53,19,0.01594
t3361,Male,53,20,0.01797
t3361,Male,53,21,0.02031
t3361,Male,53,22,0.02262
t3361,Male,53,23,0.02537
t3361,Male,53,24,0.02831
t3361,Male,53,25,0.03161
t3361,Male,54,1,8.4e-4
t3361,Male,54,2,0.00155
t3361,Male,54,3,0.00228
t3361,Male,54,4,0.00295
t3361,Male,54,5,0.00339
t3361,Male,54,6,0.00387
t3361,Male,54,7,0.00445
t3361,Male,54,8,0.00521
t3361,Male,54,9,0.00604
t3361,Male,54,10,0.00677
t3361,Male,54,11,0.00749
t3361,Male,54,12,0.0083
t3361,Male,54,13,0.0094
t3361,Male,54,14,0.01054
t3361,Male,54,15,0.01159
t3361,Male,54,16,0.01275
t3361,Male,54,17,0.01421
t3361,Male,54,18,0.01594
t3361,Male,54,19,0.01797
t3361,Male,54,20,0.0203
t3361,Male,54,21,0.0226
t3361,Male,54,22,0.02537
t3361,Male,54,23,0.02831
t3361,Male,54,24,0.03161
t3361,Male,54,25,0.03519
t3361,Male,55,1,9e-4
t3361,Male,55,2,0.00169
t3361,Male,55,3,0.00258
t3361,Male,55,4,0.00329
t3361,Male,55,5,0.00377
t3361,Male,55,6,0.00428
t3361,Male,55,7,0.00496
t3361,Male,55,8,0.00586
t3361,Male,55,9,0.00674
t3361,Male,55,10,0.00749
t3361,Male,55,11,0.0083
t3361,Male,55,12,0.00937
t3361,Male,55,13,0.01054
t3361,Male,55,14,0.01159
t3361,Male,55,15,0.01275
t3361,Male,55,16,0.01421
t3361,Male,55,17,0.01594
t3361,Male,55,18,0.01797
t3361,Male,55,19,0.0203
t3361,Male,55,20,0.0226
t3361,Male,55,21,0.02537
t3361,Male,55,22,0.02831
t3361,Male,55,23,0.03161
t3361,Male,55,24,0.03519
t3361,Male,55,25,0.03913
t3361,Male,56,1,0.001
t3361,Male,56,2,0.0018
t3361,Male,56,3,0.00286
t3361,Male,56,4,0.00361
t3361,Male,56,5,0.00411
t3361,Male,56,6,0.00471
t3361,Male,56,7,0.00551
t3361,Male,56,8,0.00648
t3361,Male,56,9,0.00738
t3361,Male,56,10,0.00824
t3361,Male,56,11,0.00926
t3361,Male,56,12,0.01038
t3361,Male,56,13,0.01159
t3361,Male,56,14,0.01275
t3361,Male,56,15,0.01421
t3361,Male,56,16,0.01594
t3361,Male,56,17,0.01797
t3361,Male,56,18,0.0203
t3361,Male,56,19,0.0226
t3361,Male,56,20,0.02537
t3361,Male,56,21,0.02831
t3361,Male,56,22,0.03161
t3361,Male,56,23,0.03519
t3361,Male,56,24,0.03913
t3361,Male,56,25,0.04356
t3361,Male,57,1,0.00114
t3361,Male,57,2,0.00192
t3361,Male,57,3,0.00315
t3361,Male,57,4,0.00394
t3361,Male,57,5,0.00451
t3361,Male,57,6,0.00517
t3361,Male,57,7,0.00611
t3361,Male,57,8,0.00714
t3361,Male,57,9,0.00804
t3361,Male,57,10,0.00908
t3361,Male,57,11,0.01016
t3361,Male,57,12,0.01154
t3361,Male,57,13,0.01275
t3361,Male,57,14,0.01421
t3361,Male,57,15,0.01594
t3361,Male,57,16,0.01791
t3361,Male,57,17,0.0203
t3361,Male,57,18,0.0226
t3361,Male,57,19,0.02537
t3361,Male,57,20,0.02831
t3361,Male,57,21,0.03161
t3361,Male,57,22,0.03519
t3361,Male,57,23,0.03913
t3361,Male,57,24,0.04356
t3361,Male,57,25,0.04868
t3361,Male,58,1,0.00131
t3361,Male,58,2,0.00205
t3361,Male,58,3,0.00343
t3361,Male,58,4,0.0043
t3361,Male,58,5,0.00493
t3361,Male,58,6,0.00572
t3361,Male,58,7,0.00676
t3361,Male,58,8,0.00781
t3361,Male,58,9,0.00883
t3361,Male,58,10,0.00988
t3361,Male,58,11,0.01124
t3361,Male,58,12,0.01252
t3361,Male,58,13,0.01418
t3361,Male,58,14,0.01586
t3361,Male,58,15,0.01777
t3361,Male,58,16,0.02013
t3361,Male,58,17,0.0225
t3361,Male,58,18,0.02537
t3361,Male,58,19,0.02831
t3361,Male,58,20,0.03158
t3361,Male,58,21,0.03519
t3361,Male,58,22,0.03913
t3361,Male,58,23,0.04356
t3361,Male,58,24,0.04868
t3361,Male,58,25,0.05429
t3361,Male,59,1,0.00152
t3361,Male,59,2,0.00221
t3361,Male,59,3,0.00368
t3361,Male,59,4,0.00468
t3361,Male,59,5,0.00533
t3361,Male,59,6,0.00629
t3361,Male,59,7,0.0074
t3361,Male,59,8,0.00845
t3361,Male,59,9,0.00955
t3361,Male,59,10,0.01085
t3361,Male,59,11,0.01209
t3361,Male,59,12,0.01384
t3361,Male,59,13,0.01569
t3361,Male,59,14,0.01764
t3361,Male,59,15,0.01991
t3361,Male,59,16,0.02217
t3361,Male,59,17,0.02537
t3361,Male,59,18,0.02821
t3361,Male,59,19,0.03136
t3361,Male,59,20,0.03484
t3361,Male,59,21,0.03913
t3361,Male,59,22,0.04356
t3361,Male,59,23,0.04868
t3361,Male,59,24,0.05429
t3361,Male,59,25,0.06126
t3361,Male,60,1,0.00173
t3361,Male,60,2,0.00241
t3361,Male,60,3,0.00392
t3361,Male,60,4,0.00495
t3361,Male,60,5,0.00578
t3361,Male,60,6,0.00687
t3361,Male,60,7,0.008
t3361,Male,60,8,0.00909
t3361,Male,60,9,0.0103
t3361,Male,60,10,0.01156
t3361,Male,60,11,0.0134
t3361,Male,60,12,0.01535
t3361,Male,60,13,0.01734
t3361,Male,60,14,0.01961
t3361,Male,60,15,0.02173
t3361,Male,60,16,0.02493
t3361,Male,60,17,0.0279
t3361,Male,60,18,0.03119
t3361,Male,60,19,0.03474
t3361,Male,60,20,0.03913
t3361,Male,60,21,0.04356
t3361,Male,60,22,0.04868
t3361,Male,60,23,0.05429
t3361,Male,60,24,0.06126
t3361,Male,60,25,0.06925
t3361,Male,61,1,0.0019
t3361,Male,61,2,0.00266
t3361,Male,61,3,0.00414
t3361,Male,61,4,0.00524
t3361,Male,61,5,0.00624
t3361,Male,61,6,0.00742
t3361,Male,61,7,0.00847
t3361,Male,61,8,0.00962
t3361,Male,61,9,0.01098
t3361,Male,61,10,0.01273
t3361,Male,61,11,0.01472
t3361,Male,61,12,0.0168
t3361,Male,61,13,0.01914
t3361,Male,61,14,0.0212
t3361,Male,61,15,0.0243
t3361,Male,61,16,0.02722
t3361,Male,61,17,0.03072
t3361,Male,61,18,0.03436
t3361,Male,61,19,0.039
t3361,Male,61,20,0.04356
t3361,Male,61,21,0.04868
t3361,Male,61,22,0.05429
t3361,Male,61,23,0.06126
t3361,Male,61,24,0.06925
t3361,Male,61,25,0.07846
t3361,Male,62,1,0.00203
t3361,Male,62,2,0.00296
t3361,Male,62,3,0.00438
t3361,Male,62,4,0.00556
t3361,Male,62,5,0.00671
t3361,Male,62,6,0.00786
t3361,Male,62,7,0.00888
t3361,Male,62,8,0.01011
t3361,Male,62,9,0.01165
t3361,Male,62,10,0.01357
t3361,Male,62,11,0.0157
t3361,Male,62,12,0.01789
t3361,Male,62,13,0.02051
t3361,Male,62,14,0.02352
t3361,Male,62,15,0.02631
t3361,Male,62,16,0.02981
t3361,Male,62,17,0.03368
t3361,Male,62,18,0.03853
t3361,Male,62,19,0.04352
t3361,Male,62,20,0.04868
t3361,Male,62,21,0.05429
t3361,Male,62,22,0.06126
t3361,Male,62,23,0.06925
t3361,Male,62,24,0.07846
t3361,Male,62,25,0.08902
t3361,Male,63,1,0.00214
t3361,Male,63,2,0.00329
t3361,Male,63,3,0.00466
t3361,Male,63,4,0.00595
t3361,Male,63,5,0.00721
t3361,Male,63,6,0.00838
t3361,Male,63,7,0.00932
t3361,Male,63,8,0.01059
t3361,Male,63,9,0.01232
t3361,Male,63,10,0.01438
t3361,Male,63,11,0.01662
t3361,Male,63,12,0.01893
t3361,Male,63,13,0.02175
t3361,Male,63,14,0.02529
t3361,Male,63,15,0.02868
t3361,Male,63,16,0.03256
t3361,Male,63,17,0.03762
t3361,Male,63,18,0.04253
t3361,Male,63,19,0.04802
t3361,Male,63,20,0.05406
t3361,Male,63,21,0.06126
t3361,Male,63,22,0.06925
t3361,Male,63,23,0.07846
t3361,Male,63,24,0.08902
t3361,Male,63,25,0.10096
t3361,Male,64,1,0.00224
t3361,Male,64,2,0.00361
t3361,Male,64,3,0.00499
t3361,Male,64,4,0.0064
t3361,Male,64,5,0.00776
t3361,Male,64,6,0.00879
t3361,Male,64,7,0.00989
t3361,Male,64,8,0.0114
t3361,Male,64,9,0.01338
t3361,Male,64,10,0.0154
t3361,Male,64,11,0.01768
t3361,Male,64,12,0.02002
t3361,Male,64,13,0.02307
t3361,Male,64,14,0.0273
t3361,Male,64,15,0.03104
t3361,Male,64,16,0.03625
t3361,Male,64,17,0.04161
t3361,Male,64,18,0.0474
t3361,Male,64,19,0.05375
t3361,Male,64,20,0.06126
t3361,Male,64,21,0.06925
t3361,Male,64,22,0.07846
t3361,Male,64,23,0.08901
t3361,Male,64,24,0.1009
t3361,Male,64,25,0.11422
t3361,Male,65,1,0.00235
t3361,Male,65,2,0.00396
t3361,Male,65,3,0.00536
t3361,Male,65,4,0.0069
t3361,Male,65,5,0.00831
t3361,Male,65,6,0.00938
t3361,Male,65,7,0.01067
t3361,Male,65,8,0.01239
t3361,Male,65,9,0.01437
t3361,Male,65,10,0.01676
t3361,Male,65,11,0.01912
t3361,Male,65,12,0.02157
t3361,Male,65,13,0.02491
t3361,Male,65,14,0.02951
t3361,Male,65,15,0.03446
t3361,Male,65,16,0.0398
t3361,Male,65,17,0.04572
t3361,Male,65,18,0.05223
t3361,Male,65,19,0.06045
t3361,Male,65,20,0.06921
t3361,Male,65,21,0.07834
t3361,Male,65,22,0.08882
t3361,Male,65,23,0.10073
t3361,Male,65,24,0.11407
t3361,Male,65,25,0.12836
t3361,Male,66,1,0.00247
t3361,Male,66,2,0.00429
t3361,Male,66,3,0.00579
t3361,Male,66,4,0.00746
t3361,Male,66,5,0.00901
t3361,Male,66,6,0.01014
t3361,Male,66,7,0.01158
t3361,Male,66,8,0.01343
t3361,Male,66,9,0.01568
t3361,Male,66,10,0.01827
t3361,Male,66,11,0.02072
t3361,Male,66,12,0.0237
t3361,Male,66,13,0.02701
t3361,Male,66,14,0.032
t3361,Male,66,15,0.03738
t3361,Male,66,16,0.04385
t3361,Male,66,17,0.05132
t3361,Male,66,18,0.05983
t3361,Male,66,19,0.06892
t3361,Male,66,20,0.07806
t3361,Male,66,21,0.08856
t3361,Male,66,22,0.1005
