table,gender,tobacco,issue_age,duration,q_sel
t3273,Male,Unismoke,17,6,8.8e-4
t3273,Male,Unismoke,17,7,8.8e-4
t3273,Male,Unismoke,17,8,8.8e-4
t3273,Male,Unismoke,17,9,8.8e-4
t3273,Male,Unismoke,17,10,8.8e-4
t3273,Male,Unismoke,17,11,8.7e-4
t3273,Male,Unismoke,17,12,8.5e-4
t3273,Male,Unismoke,17,13,8.4e-4
t3273,Male,Unismoke,17,14,8.4e-4
t3273,Male,Unismoke,17,15,8.8e-4
t3273,Male,Unismoke,17,16,0.00093000000000000005
t3273,Male,Unismoke,17,17,0.00101
t3273,Male,Unismoke,17,18,0.00109
t3273,Male,Unismoke,17,19,0.00117
t3273,Male,Unismoke,17,20,0.00128
t3273,Male,Unismoke,17,21,0.00139
t3273,Male,Unismoke,17,22,0.00149
t3273,Male,Unismoke,17,23,0.00161
t3273,Male,Unismoke,17,24,0.00174
t3273,Male,Unismoke,17,25,0.00187
t3273,Male,Unismoke,18,1,6.9e-4
t3273,Male,Unismoke,18,2,7.2e-4
t3273,Male,Unismoke,18,3,7.4e-4
t3273,Male,Unismoke,18,4,7.7e-4
t3273,Male,Unismoke,18,5,7.7e-4
t3273,Male,Unismoke,18,6,7.7e-4
t3273,Male,Unismoke,18,7,7.8e-4
t3273,Male,Unismoke,18,8,8e-4
t3273,Male,Unismoke,18,9,7.4e-4
t3273,Male,Unismoke,18,10,7.2e-4
t3273,Male,Unismoke,18,11,6.9e-4
t3273,Male,Unismoke,18,12,6.6e-4
t3273,Male,Unismoke,18,13,6.5e-4
t3273,Male,Unismoke,18,14,6.8e-4
t3273,Male,Unismoke,18,15,7.2e-4
t3273,Male,Unismoke,18,16,7.9e-4
t3273,Male,Unismoke,18,17,8.7e-4
t3273,Male,Unismoke,18,18,9.6e-4
t3273,Male,Unismoke,18,19,0.00108
t3273,Male,Unismoke,18,20,0.00119
t3273,Male,Unismoke,18,21,0.0013
t3273,Male,Unismoke,18,22,0.00143
t3273,Male,Unismoke,18,23,0.00157
t3273,Male,Unismoke,18,24,0.00173
t3273,Male,Unismoke,18,25,0.00189
t3273,Male,Unismoke,19,1,6.4e-4
t3273,Male,Unismoke,19,2,6.7e-4
t3273,Male,Unismoke,19,3,6.9e-4
t3273,Male,Unismoke,19,4,6.9e-4
t3273,Male,Unismoke,19,5,7e-4
t3273,Male,Unismoke,19,6,7.1e-4
t3273,Male,Unismoke,19,7,7.3e-4
t3273,Male,Unismoke,19,8,7.1e-4
t3273,Male,Unismoke,19,9,6.6e-4
t3273,Male,Unismoke,19,10,6.2e-4
t3273,Male,Unismoke,19,11,6.3e-4
t3273,Male,Unismoke,19,12,6.2e-4
t3273,Male,Unismoke,19,13,6.4e-4
t3273,Male,Unismoke,19,14,6.8e-4
t3273,Male,Unismoke,19,15,7.4e-4
t3273,Male,Unismoke,19,16,8e-4
t3273,Male,Unismoke,19,17,8.9e-4
t3273,Male,Unismoke,19,18,0.001
t3273,Male,Unismoke,19,19,0.00111
t3273,Male,Unismoke,19,20,0.00124
t3273,Male,Unismoke,19,21,0.00139
t3273,Male,Unismoke,19,22,0.00153
t3273,Male,Unismoke,19,23,0.00167
t3273,Male,Unismoke,19,24,0.00182
t3273,Male,Unismoke,19,25,0.00197
t3273,Male,Unismoke,20,1,5.9e-4
t3273,Male,Unismoke,20,2,6e-4
t3273,Male,Unismoke,20,3,6.5e-4
t3273,Male,Unismoke,20,4,6.5e-4
t3273,Male,Unismoke,20,5,6.5e-4
t3273,Male,Unismoke,20,6,6.5e-4
t3273,Male,Unismoke,20,7,6.5e-4
t3273,Male,Unismoke,20,8,6.2e-4
t3273,Male,Unismoke,20,9,5.9e-4
t3273,Male,Unismoke,20,10,5.9e-4
t3273,Male,Unismoke,20,11,5.9e-4
t3273,Male,Unismoke,20,12,6.1e-4
t3273,Male,Unismoke,20,13,6.4e-4
t3273,Male,Unismoke,20,14,7e-4
t3273,Male,Unismoke,20,15,7.6e-4
t3273,Male,Unismoke,20,16,8.2e-4
t3273,Male,Unismoke,20,17,9.2e-4
t3273,Male,Unismoke,20,18,0.00103
t3273,Male,Unismoke,20,19,0.00118
t3273,Male,Unismoke,20,20,0.00133
t3273,Male,Unismoke,20,21,0.00149
t3273,Male,Unismoke,20,22,0.00163
t3273,Male,Unismoke,20,23,0.00177
t3273,Male,Unismoke,20,24,0.00191
t3273,Male,Unismoke,20,25,0.00204
t3273,Male,Unismoke,21,1,5.2e-4
t3273,Male,Unismoke,21,2,5.8e-4
t3273,Male,Unismoke,21,3,5.6e-4
t3273,Male,Unismoke,21,4,5.5e-4
t3273,Male,Unismoke,21,5,5.6e-4
t3273,Male,Unismoke,21,6,5.7e-4
t3273,Male,Unismoke,21,7,5.7e-4
t3273,Male,Unismoke,21,8,5.5e-4
t3273,Male,Unismoke,21,9,5.4e-4
t3273,Male,Unismoke,21,10,5.6e-4
t3273,Male,Unismoke,21,11,5.8e-4
t3273,Male,Unismoke,21,12,6.1e-4
t3273,Male,Unismoke,21,13,6.5e-4
t3273,Male,Unismoke,21,14,7.2e-4
t3273,Male,Unismoke,21,15,7.8e-4
t3273,Male,Unismoke,21,16,8.5e-4
t3273,Male,Unismoke,21,17,9.4e-4
t3273,Male,Unismoke,21,18,0.0011
t3273,Male,Unismoke,21,19,0.00125
t3273,Male,Unismoke,21,20,0.00141
t3273,Male,Unismoke,21,21,0.00156
t3273,Male,Unismoke,21,22,0.00169
t3273,Male,Unismoke,21,23,0.00181
t3273,Male,Unismoke,21,24,0.00194
t3273,Male,Unismoke,21,25,0.00207
t3273,Male,Unismoke,22,1,4.8e-4
t3273,Male,Unismoke,22,2,5.1e-4
t3273,Male,Unismoke,22,3,4.9e-4
t3273,Male,Unismoke,22,4,4.8e-4
t3273,Male,Unismoke,22,5,4.9e-4
t3273,Male,Unismoke,22,6,5e-4
t3273,Male,Unismoke,22,7,5e-4
t3273,Male,Unismoke,22,8,5e-4
t3273,Male,Unismoke,22,9,5e-4
t3273,Male,Unismoke,22,10,5.4e-4
t3273,Male,Unismoke,22,11,5.8e-4
t3273,Male,Unismoke,22,12,6.2e-4
t3273,Male,Unismoke,22,13,6.7e-4
t3273,Male,Unismoke,22,14,7.3e-4
t3273,Male,Unismoke,22,15,8.1e-4
t3273,Male,Unismoke,22,16,8.8e-4
t3273,Male,Unismoke,22,17,0.00102
t3273,Male,Unismoke,22,18,0.00116
t3273,Male,Unismoke,22,19,0.00133
t3273,Male,Unismoke,22,20,0.00149
t3273,Male,Unismoke,22,21,0.00162
t3273,Male,Unismoke,22,22,0.00173
t3273,Male,Unismoke,22,23,0.00184
t3273,Male,Unismoke,22,24,0.00196
t3273,Male,Unismoke,22,25,0.00212
t3273,Male,Unismoke,23,1,4.2e-4
t3273,Male,Unismoke,23,2,4.4e-4
t3273,Male,Unismoke,23,3,4.2e-4
t3273,Male,Unismoke,23,4,4.3e-4
t3273,Male,Unismoke,23,5,4.4e-4
t3273,Male,Unismoke,23,6,4.4e-4
