issue_age,attained_age,duration,table,gender_blend,q_sel,q_ult
1,21,21,t3282,20% Male,4.4e-4,4.4e-4
1,22,22,t3282,20% Male,4.5e-4,4.5e-4
1,23,23,t3282,20% Male,4.8e-4,4.8e-4
1,24,24,t3282,20% Male,5.2e-4,5.2e-4
1,25,25,t3282,20% Male,5.2e-4,5.2e-4
1,26,26,t3282,20% Male,NA,5.3e-4
1,27,27,t3282,20% Male,NA,5.3e-4
1,28,28,t3282,20% Male,NA,5.4e-4
1,29,29,t3282,20% Male,NA,5.6e-4
1,30,30,t3282,20% Male,NA,5.9e-4
1,31,31,t3282,20% Male,NA,6.3e-4
1,32,32,t3282,20% Male,NA,6.8e-4
1,33,33,t3282,20% Male,NA,7.4e-4
1,34,34,t3282,20% Male,NA,8.1e-4
1,35,35,t3282,20% Male,NA,9e-4
1,36,36,t3282,20% Male,NA,0.001
1,37,37,t3282,20% Male,NA,0.0011
1,38,38,t3282,20% Male,NA,0.0012
1,39,39,t3282,20% Male,NA,0.00128
1,40,40,t3282,20% Male,NA,0.00136
1,41,41,t3282,20% Male,NA,0.00143
1,42,42,t3282,20% Male,NA,0.00149
1,43,43,t3282,20% Male,NA,0.00154
1,44,44,t3282,20% Male,NA,0.00159
1,45,45,t3282,20% Male,NA,0.00167
1,46,46,t3282,20% Male,NA,0.00177
1,47,47,t3282,20% Male,NA,0.00188
1,48,48,t3282,20% Male,NA,0.00199
1,49,49,t3282,20% Male,NA,0.00213
1,50,50,t3282,20% Male,NA,0.00229
1,51,51,t3282,20% Male,NA,0.00246
1,52,52,t3282,20% Male,NA,0.00266
1,53,53,t3282,20% Male,NA,0.00289
1,54,54,t3282,20% Male,NA,0.00314
1,55,55,t3282,20% Male,NA,0.00342
1,56,56,t3282,20% Male,NA,0.00374
1,57,57,t3282,20% Male,NA,0.0041
1,58,58,t3282,20% Male,NA,0.0045
1,59,59,t3282,20% Male,NA,0.00496
1,60,60,t3282,20% Male,NA,0.00549
1,61,61,t3282,20% Male,NA,0.00608
1,62,62,t3282,20% Male,NA,0.00676
1,63,63,t3282,20% Male,NA,0.00751
1,64,64,t3282,20% Male,NA,0.00834
1,65,65,t3282,20% Male,NA,0.00925
1,66,66,t3282,20% Male,NA,0.01026
1,67,67,t3282,20% Male,NA,0.01137
1,68,68,t3282,20% Male,NA,0.01259
1,69,69,t3282,20% Male,NA,0.01395
1,70,70,t3282,20% Male,NA,0.01545
1,71,71,t3282,20% Male,NA,0.01712
1,72,72,t3282,20% Male,NA,0.01897
1,73,73,t3282,20% Male,NA,0.02105
1,74,74,t3282,20% Male,NA,0.02337
1,75,75,t3282,20% Male,NA,0.02596
1,76,76,t3282,20% Male,NA,0.02887
1,77,77,t3282,20% Male,NA,0.03211
1,78,78,t3282,20% Male,NA,0.03574
1,79,79,t3282,20% Male,NA,0.03985
1,80,80,t3282,20% Male,NA,0.04461
1,81,81,t3282,20% Male,NA,0.05013
1,82,82,t3282,20% Male,NA,0.05643
1,83,83,t3282,20% Male,NA,0.0637
1,84,84,t3282,20% Male,NA,0.07202
1,85,85,t3282,20% Male,NA,0.08154
1,86,86,t3282,20% Male,NA,0.0922
1,87,87,t3282,20% Male,NA,0.1039
1,88,88,t3282,20% Male,NA,0.11671
1,89,89,t3282,20% Male,NA,0.13054
1,90,90,t3282,20% Male,NA,0.14515
1,91,91,t3282,20% Male,NA,0.16039
1,92,92,t3282,20% Male,NA,0.17636
1,93,93,t3282,20% Male,NA,0.19249
1,94,94,t3282,20% Male,NA,0.20858
1,95,95,t3282,20% Male,NA,0.22668
1,96,96,t3282,20% Male,NA,0.24779
1,97,97,t3282,20% Male,NA,0.2706
1,98,98,t3282,20% Male,NA,0.29496
1,99,99,t3282,20% Male,NA,0.32047
1,100,100,t3282,20% Male,NA,0.34592
1,101,101,t3282,20% Male,NA,0.37042
1,102,102,t3282,20% Male,NA,0.39453
1,103,103,t3282,20% Male,NA,0.41785
1,104,104,t3282,20% Male,NA,0.43998
1,105,105,t3282,20% Male,NA,0.46053
1,106,106,t3282,20% Male,NA,0.48213
1,107,107,t3282,20% Male,NA,0.50829
1,108,108,t3282,20% Male,NA,0.53584
1,109,109,t3282,20% Male,NA,0.56485
1,110,110,t3282,20% Male,NA,0.59538
1,111,111,t3282,20% Male,NA,0.62751
1,112,112,t3282,20% Male,NA,0.66131
1,113,113,t3282,20% Male,NA,0.69686
1,114,114,t3282,20% Male,NA,0.73421
1,115,115,t3282,20% Male,NA,0.77346
1,116,116,t3282,20% Male,NA,0.81466
1,117,117,t3282,20% Male,NA,0.85788
1,118,118,t3282,20% Male,NA,0.90315
1,119,119,t3282,20% Male,NA,0.95053
1,120,120,t3282,20% Male,NA,1
2,2,1,t3282,20% Male,1e-4,1e-4
2,3,2,t3282,20% Male,9e-5,9e-5
2,4,3,t3282,20% Male,9e-5,9e-5
2,5,4,t3282,20% Male,9e-5,9e-5
2,6,5,t3282,20% Male,9e-5,9e-5
2,7,6,t3282,20% Male,8e-5,8e-5
2,8,7,t3282,20% Male,8e-5,8e-5
2,9,8,t3282,20% Male,8e-5,8e-5
2,10,9,t3282,20% Male,9e-5,9e-5
2,11,10,t3282,20% Male,9e-5,9e-5
2,12,11,t3282,20% Male,9e-5,9e-5
2,13,12,t3282,20% Male,1.1e-4,1.1e-4
2,14,13,t3282,20% Male,1.8e-4,1.8e-4
2,15,14,t3282,20% Male,2.7e-4,2.7e-4
2,16,15,t3282,20% Male,3.6e-4,3.6e-4
2,17,16,t3282,20% Male,4.2e-4,4.2e-4
2,18,17,t3282,20% Male,4.2e-4,4.2e-4
2,19,18,t3282,20% Male,4.3e-4,4.3e-4
2,20,19,t3282,20% Male,4.3e-4,4.3e-4
2,21,20,t3282,20% Male,4.4e-4,4.4e-4
2,22,21,t3282,20% Male,4.5e-4,4.5e-4
2,23,22,t3282,20% Male,4.8e-4,4.8e-4
2,24,23,t3282,20% Male,5.2e-4,5.2e-4
2,25,24,t3282,20% Male,5.2e-4,5.2e-4
2,26,25,t3282,20% Male,5.3e-4,5.3e-4
2,27,26,t3282,20% Male,NA,5.3e-4
2,28,27,t3282,20% Male,NA,5.4e-4
2,29,28,t3282,20% Male,NA,5.6e-4
2,30,29,t3282,20% Male,NA,5.9e-4
2,31,30,t3282,20% Male,NA,6.3e-4
2,32,31,t3282,20% Male,NA,6.8e-4
2,33,32,t3282,20% Male,NA,7.4e-4
2,34,33,t3282,20% Male,NA,8.1e-4
2,35,34,t3282,20% Male,NA,9e-4
2,36,35,t3282,20% Male,NA,0.001
2,37,36,t3282,20% Male,NA,0.0011
2,38,37,t3282,20% Male,NA,0.0012
2,39,38,t3282,20% Male,NA,0.00128
2,40,39,t3282,20% Male,NA,0.00136
2,41,40,t3282,20% Male,NA,0.00143
2,42,41,t3282,20% Male,NA,0.00149
2,43,42,t3282,20% Male,NA,0.00154
2,44,43,t3282,20% Male,NA,0.00159
2,45,44,t3282,20% Male,NA,0.00167
2,46,45,t3282,20% Male,NA,0.00177
2,47,46,t3282,20% Male,NA,0.00188
2,48,47,t3282,20% Male,NA,0.00199
2,49,48,t3282,20% Male,NA,0.00213
2,50,49,t3282,20% Male,NA,0.00229
2,51,50,t3282,20% Male,NA,0.00246
2,52,51,t3282,20% Male,NA,0.00266
2,53,52,t3282,20% Male,NA,0.00289
2,54,53,t3282,20% Male,NA,0.00314
2,55,54,t3282,20% Male,NA,0.00342
2,56,55,t3282,20% Male,NA,0.00374
2,57,56,t3282,20% Male,NA,0.0041
2,58,57,t3282,20% Male,NA,0.0045
2,59,58,t3282,20% Male,NA,0.00496
2,60,59,t3282,20% Male,NA,0.00549
2,61,60,t3282,20% Male,NA,0.00608
2,62,61,t3282,20% Male,NA,0.00676
2,63,62,t3282,20% Male,NA,0.00751
2,64,63,t3282,20% Male,NA,0.00834
2,65,64,t3282,20% Male,NA,0.00925
2,66,65,t3282,20% Male,NA,0.01026
2,67,66,t3282,20% Male,NA,0.01137
2,68,67,t3282,20% Male,NA,0.01259
2,69,68,t3282,20% Male,NA,0.01395
2,70,69,t3282,20% Male,NA,0.01545
2,71,70,t3282,20% Male,NA,0.01712
2,72,71,t3282,20% Male,NA,0.01897
2,73,72,t3282,20% Male,NA,0.02105
2,74,73,t3282,20% Male,NA,0.02337
2,75,74,t3282,20% Male,NA,0.02596
2,76,75,t3282,20% Male,NA,0.02887
2,77,76,t3282,20% Male,NA,0.03211
2,78,77,t3282,20% Male,NA,0.03574
2,79,78,t3282,20% Male,NA,0.03985
2,80,79,t3282,20% Male,NA,0.04461
2,81,80,t3282,20% Male,NA,0.05013
2,82,81,t3282,20% Male,NA,0.05643
2,83,82,t3282,20% Male,NA,0.0637
2,84,83,t3282,20% Male,NA,0.07202
2,85,84,t3282,20% Male,NA,0.08154
2,86,85,t3282,20% Male,NA,0.0922
2,87,86,t3282,20% Male,NA,0.1039
2,88,87,t3282,20% Male,NA,0.11671
2,89,88,t3282,20% Male,NA,0.13054
2,90,89,t3282,20% Male,NA,0.14515
2,91,90,t3282,20% Male,NA,0.16039
2,92,91,t3282,20% Male,NA,0.17636
2,93,92,t3282,20% Male,NA,0.19249
2,94,93,t3282,20% Male,NA,0.20858
2,95,94,t3282,20% Male,NA,0.22668
2,96,95,t3282,20% Male,NA,0.24779
2,97,96,t3282,20% Male,NA,0.2706
2,98,97,t3282,20% Male,NA,0.29496
2,99,98,t3282,20% Male,NA,0.32047
2,100,99,t3282,20% Male,NA,0.34592
2,101,100,t3282,20% Male,NA,0.37042
2,102,101,t3282,20% Male,NA,0.39453
2,103,102,t3282,20% Male,NA,0.41785
2,104,103,t3282,20% Male,NA,0.43998
2,105,104,t3282,20% Male,NA,0.46053
2,106,105,t3282,20% Male,NA,0.48213
2,107,106,t3282,20% Male,NA,0.50829
2,108,107,t3282,20% Male,NA,0.53584
2,109,108,t3282,20% Male,NA,0.56485
2,110,109,t3282,20% Male,NA,0.59538
2,111,110,t3282,20% Male,NA,0.62751
2,112,111,t3282,20% Male,NA,0.66131
2,113,112,t3282,20% Male,NA,0.69686
2,114,113,t3282,20% Male,NA,0.73421
2,115,114,t3282,20% Male,NA,0.77346
2,116,115,t3282,20% Male,NA,0.81466
2,117,116,t3282,20% Male,NA,0.85788
2,118,117,t3282,20% Male,NA,0.90315
2,119,118,t3282,20% Male,NA,0.95053
2,120,119,t3282,20% Male,NA,1
3,3,1,t3282,20% Male,9e-5,9e-5
3,4,2,t3282,20% Male,9e-5,9e-5
3,5,3,t3282,20% Male,9e-5,9e-5
3,6,4,t3282,20% Male,9e-5,9e-5
3,7,5,t3282,20% Male,8e-5,8e-5
3,8,6,t3282,20% Male,8e-5,8e-5
3,9,7,t3282,20% Male,8e-5,8e-5
3,10,8,t3282,20% Male,9e-5,9e-5
3,11,9,t3282,20% Male,9e-5,9e-5
3,12,10,t3282,20% Male,9e-5,9e-5
3,13,11,t3282,20% Male,1.1e-4,1.1e-4
3,14,12,t3282,20% Male,1.8e-4,1.8e-4
3,15,13,t3282,20% Male,2.7e-4,2.7e-4
3,16,14,t3282,20% Male,3.6e-4,3.6e-4
3,17,15,t3282,20% Male,4.2e-4,4.2e-4
3,18,16,t3282,20% Male,4.2e-4,4.2e-4
3,19,17,t3282,20% Male,4.3e-4,4.3e-4
3,20,18,t3282,20% Male,4.3e-4,4.3e-4
3,21,19,t3282,20% Male,4.4e-4,4.4e-4
3,22,20,t3282,20% Male,4.5e-4,4.5e-4
3,23,21,t3282,20% Male,4.8e-4,4.8e-4
3,24,22,t3282,20% Male,5.2e-4,5.2e-4
3,25,23,t3282,20% Male,5.2e-4,5.2e-4
3,26,24,t3282,20% Male,5.3e-4,5.3e-4
3,27,25,t3282,20% Male,5.3e-4,5.3e-4
3,28,26,t3282,20% Male,NA,5.4e-4
3,29,27,t3282,20% Male,NA,5.6e-4
3,30,28,t3282,20% Male,NA,5.9e-4
3,31,29,t3282,20% Male,NA,6.3e-4
3,32,30,t3282,20% Male,NA,6.8e-4
3,33,31,t3282,20% Male,NA,7.4e-4
3,34,32,t3282,20% Male,NA,8.1e-4
3,35,33,t3282,20% Male,NA,9e-4
3,36,34,t3282,20% Male,NA,0.001
3,37,35,t3282,20% Male,NA,0.0011
3,38,36,t3282,20% Male,NA,0.0012
3,39,37,t3282,20% Male,NA,0.00128
3,40,38,t3282,20% Male,NA,0.00136
3,41,39,t3282,20% Male,NA,0.00143
3,42,40,t3282,20% Male,NA,0.00149
3,43,41,t3282,20% Male,NA,0.00154
3,44,42,t3282,20% Male,NA,0.00159
3,45,43,t3282,20% Male,NA,0.00167
3,46,44,t3282,20% Male,NA,0.00177
3,47,45,t3282,20% Male,NA,0.00188
3,48,46,t3282,20% Male,NA,0.00199
3,49,47,t3282,20% Male,NA,0.00213
3,50,48,t3282,20% Male,NA,0.00229
3,51,49,t3282,20% Male,NA,0.00246
3,52,50,t3282,20% Male,NA,0.00266
3,53,51,t3282,20% Male,NA,0.00289
3,54,52,t3282,20% Male,NA,0.00314
3,55,53,t3282,20% Male,NA,0.00342
3,56,54,t3282,20% Male,NA,0.00374
3,57,55,t3282,20% Male,NA,0.0041
3,58,56,t3282,20% Male,NA,0.0045
3,59,57,t3282,20% Male,NA,0.00496
3,60,58,t3282,20% Male,NA,0.00549
3,61,59,t3282,20% Male,NA,0.00608
3,62,60,t3282,20% Male,NA,0.00676
3,63,61,t3282,20% Male,NA,0.00751
3,64,62,t3282,20% Male,NA,0.00834
3,65,63,t3282,20% Male,NA,0.00925
3,66,64,t3282,20% Male,NA,0.01026
3,67,65,t3282,20% Male,NA,0.01137
3,68,66,t3282,20% Male,NA,0.01259
3,69,67,t3282,20% Male,NA,0.01395
3,70,68,t3282,20% Male,NA,0.01545
3,71,69,t3282,20% Male,NA,0.01712
3,72,70,t3282,20% Male,NA,0.01897
3,73,71,t3282,20% Male,NA,0.02105
3,74,72,t3282,20% Male,NA,0.02337
3,75,73,t3282,20% Male,NA,0.02596
3,76,74,t3282,20% Male,NA,0.02887
3,77,75,t3282,20% Male,NA,0.03211
3,78,76,t3282,20% Male,NA,0.03574
3,79,77,t3282,20% Male,NA,0.03985
3,80,78,t3282,20% Male,NA,0.04461
3,81,79,t3282,20% Male,NA,0.05013
3,82,80,t3282,20% Male,NA,0.05643
3,83,81,t3282,20% Male,NA,0.0637
3,84,82,t3282,20% Male,NA,0.07202
3,85,83,t3282,20% Male,NA,0.08154
3,86,84,t3282,20% Male,NA,0.0922
3,87,85,t3282,20% Male,NA,0.1039
3,88,86,t3282,20% Male,NA,0.11671
3,89,87,t3282,20% Male,NA,0.13054
3,90,88,t3282,20% Male,NA,0.14515
3,91,89,t3282,20% Male,NA,0.16039
3,92,90,t3282,20% Male,NA,0.17636
3,93,91,t3282,20% Male,NA,0.19249
3,94,92,t3282,20% Male,NA,0.20858
3,95,93,t3282,20% Male,NA,0.22668
3,96,94,t3282,20% Male,NA,0.24779
3,97,95,t3282,20% Male,NA,0.2706
3,98,96,t3282,20% Male,NA,0.29496
3,99,97,t3282,20% Male,NA,0.32047
3,100,98,t3282,20% Male,NA,0.34592
3,101,99,t3282,20% Male,NA,0.37042
3,102,100,t3282,20% Male,NA,0.39453
3,103,101,t3282,20% Male,NA,0.41785
3,104,102,t3282,20% Male,NA,0.43998
3,105,103,t3282,20% Male,NA,0.46053
3,106,104,t3282,20% Male,NA,0.48213
3,107,105,t3282,20% Male,NA,0.50829
3,108,106,t3282,20% Male,NA,0.53584
3,109,107,t3282,20% Male,NA,0.56485
3,110,108,t3282,20% Male,NA,0.59538
3,111,109,t3282,20% Male,NA,0.62751
3,112,110,t3282,20% Male,NA,0.66131
3,113,111,t3282,20% Male,NA,0.69686
3,114,112,t3282,20% Male,NA,0.73421
3,115,113,t3282,20% Male,NA,0.77346
3,116,114,t3282,20% Male,NA,0.81466
3,117,115,t3282,20% Male,NA,0.85788
3,118,116,t3282,20% Male,NA,0.90315
3,119,117,t3282,20% Male,NA,0.95053
3,120,118,t3282,20% Male,NA,1
4,4,1,t3282,20% Male,9e-5,9e-5
4,5,2,t3282,20% Male,9e-5,9e-5
4,6,3,t3282,20% Male,9e-5,9e-5
4,7,4,t3282,20% Male,8e-5,8e-5
4,8,5,t3282,20% Male,8e-5,8e-5
4,9,6,t3282,20% Male,8e-5,8e-5
4,10,7,t3282,20% Male,9e-5,9e-5
4,11,8,t3282,20% Male,9e-5,9e-5
4,12,9,t3282,20% Male,9e-5,9e-5
4,13,10,t3282,20% Male,1.1e-4,1.1e-4
4,14,11,t3282,20% Male,1.8e-4,1.8e-4
4,15,12,t3282,20% Male,2.7e-4,2.7e-4
4,16,13,t3282,20% Male,3.6e-4,3.6e-4
4,17,14,t3282,20% Male,4.2e-4,4.2e-4
4,18,15,t3282,20% Male,4.2e-4,4.2e-4
4,19,16,t3282,20% Male,4.3e-4,4.3e-4
4,20,17,t3282,20% Male,4.3e-4,4.3e-4
4,21,18,t3282,20% Male,4.4e-4,4.4e-4
4,22,19,t3282,20% Male,4.5e-4,4.5e-4
4,23,20,t3282,20% Male,4.8e-4,4.8e-4
4,24,21,t3282,20% Male,5.2e-4,5.2e-4
4,25,22,t3282,20% Male,5.2e-4,5.2e-4
4,26,23,t3282,20% Male,5.3e-4,5.3e-4
4,27,24,t3282,20% Male,5.3e-4,5.3e-4
4,28,25,t3282,20% Male,5.4e-4,5.4e-4
4,29,26,t3282,20% Male,NA,5.6e-4
4,30,27,t3282,20% Male,NA,5.9e-4
4,31,28,t3282,20% Male,NA,6.3e-4
4,32,29,t3282,20% Male,NA,6.8e-4
4,33,30,t3282,20% Male,NA,7.4e-4
4,34,31,t3282,20% Male,NA,8.1e-4
4,35,32,t3282,20% Male,NA,9e-4
4,36,33,t3282,20% Male,NA,0.001
4,37,34,t3282,20% Male,NA,0.0011
4,38,35,t3282,20% Male,NA,0.0012
4,39,36,t3282,20% Male,NA,0.00128
4,40,37,t3282,20% Male,NA,0.00136
4,41,38,t3282,20% Male,NA,0.00143
4,42,39,t3282,20% Male,NA,0.00149
4,43,40,t3282,20% Male,NA,0.00154
4,44,41,t3282,20% Male,NA,0.00159
4,45,42,t3282,20% Male,NA,0.00167
4,46,43,t3282,20% Male,NA,0.00177
4,47,44,t3282,20% Male,NA,0.00188
4,48,45,t3282,20% Male,NA,0.00199
4,49,46,t3282,20% Male,NA,0.00213
4,50,47,t3282,20% Male,NA,0.00229
4,51,48,t3282,20% Male,NA,0.00246
4,52,49,t3282,20% Male,NA,0.00266
4,53,50,t3282,20% Male,NA,0.00289
4,54,51,t3282,20% Male,NA,0.00314
4,55,52,t3282,20% Male,NA,0.00342
4,56,53,t3282,20% Male,NA,0.00374
4,57,54,t3282,20% Male,NA,0.0041
4,58,55,t3282,20% Male,NA,0.0045
4,59,56,t3282,20% Male,NA,0.00496
4,60,57,t3282,20% Male,NA,0.00549
4,61,58,t3282,20% Male,NA,0.00608
4,62,59,t3282,20% Male,NA,0.00676
4,63,60,t3282,20% Male,NA,0.00751
4,64,61,t3282,20% Male,NA,0.00834
4,65,62,t3282,20% Male,NA,0.00925
4,66,63,t3282,20% Male,NA,0.01026
4,67,64,t3282,20% Male,NA,0.01137
4,68,65,t3282,20% Male,NA,0.01259
4,69,66,t3282,20% Male,NA,0.01395
4,70,67,t3282,20% Male,NA,0.01545
4,71,68,t3282,20% Male,NA,0.01712
4,72,69,t3282,20% Male,NA,0.01897
4,73,70,t3282,20% Male,NA,0.02105
4,74,71,t3282,20% Male,NA,0.02337
4,75,72,t3282,20% Male,NA,0.02596
4,76,73,t3282,20% Male,NA,0.02887
4,77,74,t3282,20% Male,NA,0.03211
4,78,75,t3282,20% Male,NA,0.03574
4,79,76,t3282,20% Male,NA,0.03985
4,80,77,t3282,20% Male,NA,0.04461
4,81,78,t3282,20% Male,NA,0.05013
4,82,79,t3282,20% Male,NA,0.05643
4,83,80,t3282,20% Male,NA,0.0637
4,84,81,t3282,20% Male,NA,0.07202
4,85,82,t3282,20% Male,NA,0.08154
4,86,83,t3282,20% Male,NA,0.0922
4,87,84,t3282,20% Male,NA,0.1039
4,88,85,t3282,20% Male,NA,0.11671
4,89,86,t3282,20% Male,NA,0.13054
4,90,87,t3282,20% Male,NA,0.14515
4,91,88,t3282,20% Male,NA,0.16039
4,92,89,t3282,20% Male,NA,0.17636
4,93,90,t3282,20% Male,NA,0.19249
4,94,91,t3282,20% Male,NA,0.20858
4,95,92,t3282,20% Male,NA,0.22668
4,96,93,t3282,20% Male,NA,0.24779
4,97,94,t3282,20% Male,NA,0.2706
4,98,95,t3282,20% Male,NA,0.29496
4,99,96,t3282,20% Male,NA,0.32047
4,100,97,t3282,20% Male,NA,0.34592
4,101,98,t3282,20% Male,NA,0.37042
4,102,99,t3282,20% Male,NA,0.39453
4,103,100,t3282,20% Male,NA,0.41785
