table,gender_blend,issue_age,duration,q_sel
t3283,40% Male,21,12,5.5e-4
t3283,40% Male,21,13,6e-4
t3283,40% Male,21,14,6.8e-4
t3283,40% Male,21,15,7.7e-4
t3283,40% Male,21,16,8.7e-4
t3283,40% Male,21,17,0.001
t3283,40% Male,21,18,0.00112
t3283,40% Male,21,19,0.00126
t3283,40% Male,21,20,0.00138
t3283,40% Male,21,21,0.00148
t3283,40% Male,21,22,0.00156
t3283,40% Male,21,23,0.00165
t3283,40% Male,21,24,0.00174
t3283,40% Male,21,25,0.00185
t3283,40% Male,22,1,3.3e-4
t3283,40% Male,22,2,3.7e-4
t3283,40% Male,22,3,3.7e-4
t3283,40% Male,22,4,3.7e-4
t3283,40% Male,22,5,3.8e-4
t3283,40% Male,22,6,3.9e-4
t3283,40% Male,22,7,4e-4
t3283,40% Male,22,8,4.3e-4
t3283,40% Male,22,9,4.5e-4
t3283,40% Male,22,10,5e-4
t3283,40% Male,22,11,5.3e-4
t3283,40% Male,22,12,5.8e-4
t3283,40% Male,22,13,6.4e-4
t3283,40% Male,22,14,7.3e-4
t3283,40% Male,22,15,8.3e-4
t3283,40% Male,22,16,0.00093000000000000005
t3283,40% Male,22,17,0.00106
t3283,40% Male,22,18,0.00118
t3283,40% Male,22,19,0.00132
t3283,40% Male,22,20,0.00144
t3283,40% Male,22,21,0.00153
t3283,40% Male,22,22,0.00161
t3283,40% Male,22,23,0.00168
t3283,40% Male,22,24,0.00179
t3283,40% Male,22,25,0.00194
t3283,40% Male,23,1,3e-4
t3283,40% Male,23,2,3.3e-4
t3283,40% Male,23,3,3.3e-4
t3283,40% Male,23,4,3.3e-4
t3283,40% Male,23,5,3.4e-4
t3283,40% Male,23,6,3.6e-4
t3283,40% Male,23,7,3.9e-4
t3283,40% Male,23,8,4.3e-4
t3283,40% Male,23,9,4.6e-4
t3283,40% Male,23,10,5e-4
t3283,40% Male,23,11,5.6e-4
t3283,40% Male,23,12,6.2e-4
t3283,40% Male,23,13,6.9e-4
t3283,40% Male,23,14,7.8e-4
t3283,40% Male,23,15,9e-4
t3283,40% Male,23,16,0.001
t3283,40% Male,23,17,0.00111
t3283,40% Male,23,18,0.00124
t3283,40% Male,23,19,0.00137
t3283,40% Male,23,20,0.00148
t3283,40% Male,23,21,0.00157
t3283,40% Male,23,22,0.00164
t3283,40% Male,23,23,0.00173
t3283,40% Male,23,24,0.00187
t3283,40% Male,23,25,0.00203
t3283,40% Male,24,1,2.7e-4
t3283,40% Male,24,2,3e-4
t3283,40% Male,24,3,3e-4
t3283,40% Male,24,4,3.1e-4
t3283,40% Male,24,5,3.2e-4
t3283,40% Male,24,6,3.5e-4
t3283,40% Male,24,7,3.8e-4
t3283,40% Male,24,8,4.3e-4
t3283,40% Male,24,9,4.7e-4
t3283,40% Male,24,10,5.3e-4
t3283,40% Male,24,11,5.9e-4
t3283,40% Male,24,12,6.5e-4
t3283,40% Male,24,13,7.3e-4
t3283,40% Male,24,14,8.5e-4
t3283,40% Male,24,15,9.6e-4
t3283,40% Male,24,16,0.00106
t3283,40% Male,24,17,0.00118
t3283,40% Male,24,18,0.0013
t3283,40% Male,24,19,0.00142
t3283,40% Male,24,20,0.00152
t3283,40% Male,24,21,0.0016
t3283,40% Male,24,22,0.00169
t3283,40% Male,24,23,0.00181
t3283,40% Male,24,24,0.00197
t3283,40% Male,24,25,0.00214
t3283,40% Male,25,1,2.4e-4
t3283,40% Male,25,2,2.7e-4
t3283,40% Male,25,3,2.8e-4
t3283,40% Male,25,4,2.9e-4
t3283,40% Male,25,5,3.2e-4
t3283,40% Male,25,6,3.5e-4
t3283,40% Male,25,7,3.9e-4
t3283,40% Male,25,8,4.4e-4
t3283,40% Male,25,9,4.9e-4
t3283,40% Male,25,10,5.6e-4
t3283,40% Male,25,11,6.2e-4
t3283,40% Male,25,12,7e-4
t3283,40% Male,25,13,8e-4
t3283,40% Male,25,14,9.2e-4
t3283,40% Male,25,15,0.00102
t3283,40% Male,25,16,0.00112
t3283,40% Male,25,17,0.00124
t3283,40% Male,25,18,0.00136
t3283,40% Male,25,19,0.00146
t3283,40% Male,25,20,0.00156
t3283,40% Male,25,21,0.00166
t3283,40% Male,25,22,0.00178
t3283,40% Male,25,23,0.00193
t3283,40% Male,25,24,0.00209
t3283,40% Male,25,25,0.00227
t3283,40% Male,26,1,2.1e-4
t3283,40% Male,26,2,2.5e-4
t3283,40% Male,26,3,2.6e-4
t3283,40% Male,26,4,2.8e-4
t3283,40% Male,26,5,3.1e-4
t3283,40% Male,26,6,3.5e-4
t3283,40% Male,26,7,4e-4
t3283,40% Male,26,8,4.5e-4
t3283,40% Male,26,9,5.1e-4
t3283,40% Male,26,10,6e-4
t3283,40% Male,26,11,6.7e-4
t3283,40% Male,26,12,7.6e-4
t3283,40% Male,26,13,8.7e-4
t3283,40% Male,26,14,9.9e-4
t3283,40% Male,26,15,0.00109
t3283,40% Male,26,16,0.00119
t3283,40% Male,26,17,0.0013
t3283,40% Male,26,18,0.00142
t3283,40% Male,26,19,0.00151
t3283,40% Male,26,20,0.00162
t3283,40% Male,26,21,0.00175
t3283,40% Male,26,22,0.00189
t3283,40% Male,26,23,0.00205
t3283,40% Male,26,24,0.00223
t3283,40% Male,26,25,0.00243
t3283,40% Male,27,1,1.9e-4
t3283,40% Male,27,2,2.3e-4
t3283,40% Male,27,3,2.6e-4
t3283,40% Male,27,4,2.9e-4
t3283,40% Male,27,5,3.2e-4
t3283,40% Male,27,6,3.6e-4
t3283,40% Male,27,7,4.1e-4
t3283,40% Male,27,8,4.7e-4
t3283,40% Male,27,9,5.4e-4
t3283,40% Male,27,10,6.4e-4
t3283,40% Male,27,11,7.3e-4
t3283,40% Male,27,12,8.3e-4
t3283,40% Male,27,13,9.4e-4
t3283,40% Male,27,14,0.00105
t3283,40% Male,27,15,0.00114
t3283,40% Male,27,16,0.00124
t3283,40% Male,27,17,0.00136
t3283,40% Male,27,18,0.00146
t3283,40% Male,27,19,0.00158
t3283,40% Male,27,20,0.00171
t3283,40% Male,27,21,0.0018600000000000001
t3283,40% Male,27,22,0.00201
t3283,40% Male,27,23,0.00219
t3283,40% Male,27,24,0.00239
t3283,40% Male,27,25,0.0026
t3283,40% Male,28,1,1.7e-4
t3283,40% Male,28,2,2.3e-4
t3283,40% Male,28,3,2.6e-4
t3283,40% Male,28,4,2.9e-4
t3283,40% Male,28,5,3.4e-4
t3283,40% Male,28,6,3.8e-4
t3283,40% Male,28,7,4.4e-4
t3283,40% Male,28,8,5.1e-4
t3283,40% Male,28,9,5.9e-4
t3283,40% Male,28,10,6.9e-4
t3283,40% Male,28,11,7.8e-4
t3283,40% Male,28,12,8.9e-4
t3283,40% Male,28,13,0.00101
t3283,40% Male,28,14,0.00111
t3283,40% Male,28,15,0.0012
t3283,40% Male,28,16,0.0013
t3283,40% Male,28,17,0.00141
t3283,40% Male,28,18,0.00153
t3283,40% Male,28,19,0.00167
t3283,40% Male,28,20,0.00181
t3283,40% Male,28,21,0.00198
t3283,40% Male,28,22,0.00216
t3283,40% Male,28,23,0.00235
t3283,40% Male,28,24,0.00257
t3283,40% Male,28,25,0.00281
t3283,40% Male,29,1,1.7e-4
t3283,40% Male,29,2,2.3e-4
t3283,40% Male,29,3,2.7e-4
t3283,40% Male,29,4,3.1e-4
t3283,40% Male,29,5,3.6e-4
t3283,40% Male,29,6,4.1e-4
t3283,40% Male,29,7,4.7e-4
t3283,40% Male,29,8,5.6e-4
t3283,40% Male,29,9,6.4e-4
t3283,40% Male,29,10,7.5e-4
t3283,40% Male,29,11,8.5e-4
t3283,40% Male,29,12,9.5e-4
t3283,40% Male,29,13,0.00106
t3283,40% Male,29,14,0.00116
t3283,40% Male,29,15,0.00126
t3283,40% Male,29,16,0.00136
t3283,40% Male,29,17,0.00149
t3283,40% Male,29,18,0.00163
t3283,40% Male,29,19,0.00178
t3283,40% Male,29,20,0.00195
t3283,40% Male,29,21,0.00214
t3283,40% Male,29,22,0.00233
t3283,40% Male,29,23,0.00254
t3283,40% Male,29,24,0.00278
t3283,40% Male,29,25,0.00305
t3283,40% Male,30,1,1.7e-4
t3283,40% Male,30,2,2.3e-4
t3283,40% Male,30,3,2.8e-4
t3283,40% Male,30,4,3.4e-4
t3283,40% Male,30,5,3.9e-4
t3283,40% Male,30,6,4.4e-4
t3283,40% Male,30,7,5.2e-4
t3283,40% Male,30,8,6e-4
t3283,40% Male,30,9,6.9e-4
t3283,40% Male,30,10,8e-4
t3283,40% Male,30,11,9e-4
t3283,40% Male,30,12,0.001
t3283,40% Male,30,13,0.00111
t3283,40% Male,30,14,0.00121
t3283,40% Male,30,15,0.0013
t3283,40% Male,30,16,0.00144
t3283,40% Male,30,17,0.0016
t3283,40% Male,30,18,0.00175
t3283,40% Male,30,19,0.00191
t3283,40% Male,30,20,0.00209
t3283,40% Male,30,21,0.00232
t3283,40% Male,30,22,0.00252
t3283,40% Male,30,23,0.00276
t3283,40% Male,30,24,0.00303
t3283,40% Male,30,25,0.00332
t3283,40% Male,31,1,1.6e-4
t3283,40% Male,31,2,2.4e-4
t3283,40% Male,31,3,3e-4
t3283,40% Male,31,4,3.6e-4
t3283,40% Male,31,5,4.2e-4
t3283,40% Male,31,6,4.8e-4
t3283,40% Male,31,7,5.6e-4
t3283,40% Male,31,8,6.5e-4
t3283,40% Male,31,9,7.5e-4
t3283,40% Male,31,10,8.6e-4
t3283,40% Male,31,11,9.5e-4
t3283,40% Male,31,12,0.00104
t3283,40% Male,31,13,0.00116
t3283,40% Male,31,14,0.00126
t3283,40% Male,31,15,0.00138
t3283,40% Male,31,16,0.00154
t3283,40% Male,31,17,0.00172
t3283,40% Male,31,18,0.00189
t3283,40% Male,31,19,0.00206
t3283,40% Male,31,20,0.00227
t3283,40% Male,31,21,0.00252
t3283,40% Male,31,22,0.00276
t3283,40% Male,31,23,0.00303
t3283,40% Male,31,24,0.00331
t3283,40% Male,31,25,0.00362
t3283,40% Male,32,1,1.7e-4
t3283,40% Male,32,2,2.5e-4
t3283,40% Male,32,3,3.3e-4
t3283,40% Male,32,4,3.9e-4
t3283,40% Male,32,5,4.6e-4
t3283,40% Male,32,6,5.3e-4
t3283,40% Male,32,7,6.2e-4
t3283,40% Male,32,8,7e-4
t3283,40% Male,32,9,8.1e-4
t3283,40% Male,32,10,9.1e-4
t3283,40% Male,32,11,0.001
t3283,40% Male,32,12,0.0011
t3283,40% Male,32,13,0.00122
t3283,40% Male,32,14,0.00135
t3283,40% Male,32,15,0.00149
t3283,40% Male,32,16,0.00167
t3283,40% Male,32,17,0.0018600000000000001
t3283,40% Male,32,18,0.00203
t3283,40% Male,32,19,0.00223
t3283,40% Male,32,20,0.00246
t3283,40% Male,32,21,0.00274
t3283,40% Male,32,22,0.00302
t3283,40% Male,32,23,0.00331
t3283,40% Male,32,24,0.00362
t3283,40% Male,32,25,0.00395
t3283,40% Male,33,1,1.8e-4
t3283,40% Male,33,2,2.6e-4
t3283,40% Male,33,3,3.6e-4
t3283,40% Male,33,4,4.3e-4
t3283,40% Male,33,5,5.1e-4
t3283,40% Male,33,6,5.8e-4
t3283,40% Male,33,7,6.7e-4
t3283,40% Male,33,8,7.6e-4
t3283,40% Male,33,9,8.7e-4
t3283,40% Male,33,10,9.6e-4
t3283,40% Male,33,11,0.00105
t3283,40% Male,33,12,0.00115
t3283,40% Male,33,13,0.0013
t3283,40% Male,33,14,0.00145
t3283,40% Male,33,15,0.00161
t3283,40% Male,33,16,0.0018
t3283,40% Male,33,17,0.002
t3283,40% Male,33,18,0.00219
t3283,40% Male,33,19,0.00241
t3283,40% Male,33,20,0.00268
t3283,40% Male,33,21,0.00301
t3283,40% Male,33,22,0.00331
t3283,40% Male,33,23,0.00362
t3283,40% Male,33,24,0.00395
t3283,40% Male,33,25,0.00432
t3283,40% Male,34,1,1.9e-4
t3283,40% Male,34,2,2.7e-4
t3283,40% Male,34,3,3.9e-4
t3283,40% Male,34,4,4.8e-4
t3283,40% Male,34,5,5.6e-4
t3283,40% Male,34,6,6.3e-4
t3283,40% Male,34,7,7.3e-4
t3283,40% Male,34,8,8.2e-4
t3283,40% Male,34,9,9.2e-4
t3283,40% Male,34,10,0.00101
t3283,40% Male,34,11,0.0011
t3283,40% Male,34,12,0.00124
t3283,40% Male,34,13,0.00141
t3283,40% Male,34,14,0.00158
t3283,40% Male,34,15,0.00175
t3283,40% Male,34,16,0.00195
t3283,40% Male,34,17,0.00216
t3283,40% Male,34,18,0.00237
t3283,40% Male,34,19,0.00263
t3283,40% Male,34,20,0.00294
t3283,40% Male,34,21,0.00329
t3283,40% Male,34,22,0.00361
t3283,40% Male,34,23,0.00395
t3283,40% Male,34,24,0.00432
t3283,40% Male,34,25,0.00475
t3283,40% Male,35,1,2e-4
t3283,40% Male,35,2,2.9e-4
t3283,40% Male,35,3,4.3e-4
t3283,40% Male,35,4,5.2e-4
t3283,40% Male,35,5,6.1e-4
t3283,40% Male,35,6,6.9e-4
t3283,40% Male,35,7,7.9e-4
t3283,40% Male,35,8,8.8e-4
t3283,40% Male,35,9,9.7e-4
t3283,40% Male,35,10,0.00105
t3283,40% Male,35,11,0.00118
t3283,40% Male,35,12,0.00135
t3283,40% Male,35,13,0.00154
t3283,40% Male,35,14,0.00172
t3283,40% Male,35,15,0.0019
t3283,40% Male,35,16,0.00211
t3283,40% Male,35,17,0.00233
t3283,40% Male,35,18,0.00258
t3283,40% Male,35,19,0.00288
t3283,40% Male,35,20,0.00322
t3283,40% Male,35,21,0.0036
t3283,40% Male,35,22,0.00395
t3283,40% Male,35,23,0.00432
t3283,40% Male,35,24,0.00475
t3283,40% Male,35,25,0.00523
t3283,40% Male,36,1,2.1e-4
t3283,40% Male,36,2,3.2e-4
t3283,40% Male,36,3,4.7e-4
t3283,40% Male,36,4,5.7e-4
t3283,40% Male,36,5,6.6e-4
t3283,40% Male,36,6,7.6e-4
t3283,40% Male,36,7,8.5e-4
t3283,40% Male,36,8,9.4e-4
t3283,40% Male,36,9,0.00101
t3283,40% Male,36,10,0.00114
t3283,40% Male,36,11,0.0013
t3283,40% Male,36,12,0.00148
t3283,40% Male,36,13,0.00168
t3283,40% Male,36,14,0.00187
t3283,40% Male,36,15,0.00206
t3283,40% Male,36,16,0.00228
t3283,40% Male,36,17,0.00254
t3283,40% Male,36,18,0.00282
t3283,40% Male,36,19,0.00316
t3283,40% Male,36,20,0.00354
t3283,40% Male,36,21,0.00395
t3283,40% Male,36,22,0.00432
t3283,40% Male,36,23,0.00475
t3283,40% Male,36,24,0.00523
t3283,40% Male,36,25,0.00578
t3283,40% Male,37,1,2.2e-4
t3283,40% Male,37,2,3.4e-4
t3283,40% Male,37,3,5e-4
t3283,40% Male,37,4,6.3e-4
t3283,40% Male,37,5,7.2e-4
t3283,40% Male,37,6,8.1e-4
t3283,40% Male,37,7,9e-4
t3283,40% Male,37,8,9.8e-4
t3283,40% Male,37,9,0.00108
t3283,40% Male,37,10,0.00126
t3283,40% Male,37,11,0.00144
t3283,40% Male,37,12,0.00163
t3283,40% Male,37,13,0.00184
t3283,40% Male,37,14,0.00204
t3283,40% Male,37,15,0.00225
t3283,40% Male,37,16,0.00249
t3283,40% Male,37,17,0.00277
t3283,40% Male,37,18,0.00309
t3283,40% Male,37,19,0.00347
t3283,40% Male,37,20,0.00389
t3283,40% Male,37,21,0.00432
t3283,40% Male,37,22,0.00475
t3283,40% Male,37,23,0.00523
t3283,40% Male,37,24,0.00578
t3283,40% Male,37,25,0.00641
t3283,40% Male,38,1,2.4e-4
t3283,40% Male,38,2,3.7e-4
t3283,40% Male,38,3,5.5e-4
t3283,40% Male,38,4,6.7e-4
t3283,40% Male,38,5,7.8e-4
t3283,40% Male,38,6,8.7e-4
t3283,40% Male,38,7,9.5e-4
t3283,40% Male,38,8,0.00106
t3283,40% Male,38,9,0.00121
t3283,40% Male,38,10,0.00139
t3283,40% Male,38,11,0.00158
t3283,40% Male,38,12,0.00178
t3283,40% Male,38,13,0.00201
t3283,40% Male,38,14,0.00222
t3283,40% Male,38,15,0.00245
t3283,40% Male,38,16,0.00272
t3283,40% Male,38,17,0.00304
t3283,40% Male,38,18,0.0034
t3283,40% Male,38,19,0.00383
t3283,40% Male,38,20,0.00429
t3283,40% Male,38,21,0.00475
t3283,40% Male,38,22,0.00523
t3283,40% Male,38,23,0.00578
t3283,40% Male,38,24,0.0064
t3283,40% Male,38,25,0.00712
t3283,40% Male,39,1,2.5e-4
t3283,40% Male,39,2,4.1e-4
t3283,40% Male,39,3,5.9e-4
t3283,40% Male,39,4,7.2e-4
t3283,40% Male,39,5,8.3e-4
t3283,40% Male,39,6,9.2e-4
t3283,40% Male,39,7,0.00103
t3283,40% Male,39,8,0.00117
t3283,40% Male,39,9,0.00133
t3283,40% Male,39,10,0.00154
t3283,40% Male,39,11,0.00175
t3283,40% Male,39,12,0.00196
t3283,40% Male,39,13,0.0022
t3283,40% Male,39,14,0.00243
t3283,40% Male,39,15,0.00269
t3283,40% Male,39,16,0.00299
t3283,40% Male,39,17,0.00334
t3283,40% Male,39,18,0.00375
t3283,40% Male,39,19,0.00423
t3283,40% Male,39,20,0.00472
t3283,40% Male,39,21,0.00523
t3283,40% Male,39,22,0.00578
t3283,40% Male,39,23,0.0064
t3283,40% Male,39,24,0.0071
t3283,40% Male,39,25,0.00791
t3283,40% Male,40,1,2.7e-4
t3283,40% Male,40,2,4.4e-4
t3283,40% Male,40,3,6.2e-4
t3283,40% Male,40,4,7.6e-4
t3283,40% Male,40,5,8.8e-4
t3283,40% Male,40,6,0.001
t3283,40% Male,40,7,0.00113
t3283,40% Male,40,8,0.00128
t3283,40% Male,40,9,0.00147
t3283,40% Male,40,10,0.0017
t3283,40% Male,40,11,0.00192
t3283,40% Male,40,12,0.00214
t3283,40% Male,40,13,0.0024
t3283,40% Male,40,14,0.00267
t3283,40% Male,40,15,0.00295
t3283,40% Male,40,16,0.0033
t3283,40% Male,40,17,0.00369
t3283,40% Male,40,18,0.00416
t3283,40% Male,40,19,0.00468
t3283,40% Male,40,20,0.00521
t3283,40% Male,40,21,0.00578
t3283,40% Male,40,22,0.0064
t3283,40% Male,40,23,0.00709
t3283,40% Male,40,24,0.00788
t3283,40% Male,40,25,0.00877
t3283,40% Male,41,1,2.9e-4
t3283,40% Male,41,2,4.8e-4
t3283,40% Male,41,3,6.6e-4
t3283,40% Male,41,4,8.1e-4
t3283,40% Male,41,5,9.5e-4
t3283,40% Male,41,6,0.00109
t3283,40% Male,41,7,0.00123
t3283,40% Male,41,8,0.0014
t3283,40% Male,41,9,0.00162
t3283,40% Male,41,10,0.00187
t3283,40% Male,41,11,0.0021
t3283,40% Male,41,12,0.00234
t3283,40% Male,41,13,0.00263
t3283,40% Male,41,14,0.00293
t3283,40% Male,41,15,0.00326
t3283,40% Male,41,16,0.00365
t3283,40% Male,41,17,0.00411
t3283,40% Male,41,18,0.00462
t3283,40% Male,41,19,0.00515
t3283,40% Male,41,20,0.00575
t3283,40% Male,41,21,0.0064
t3283,40% Male,41,22,0.00708
t3283,40% Male,41,23,0.00784
t3283,40% Male,41,24,0.00873
t3283,40% Male,41,25,0.0097
t3283,40% Male,42,1,3.2e-4
t3283,40% Male,42,2,5.1e-4
t3283,40% Male,42,3,7e-4
t3283,40% Male,42,4,8.7e-4
t3283,40% Male,42,5,0.00104
t3283,40% Male,42,6,0.00119
t3283,40% Male,42,7,0.00134
t3283,40% Male,42,8,0.00154
t3283,40% Male,42,9,0.00178
t3283,40% Male,42,10,0.00204
t3283,40% Male,42,11,0.00229
t3283,40% Male,42,12,0.00256
t3283,40% Male,42,13,0.00289
t3283,40% Male,42,14,0.00323
t3283,40% Male,42,15,0.0036
t3283,40% Male,42,16,0.00405
t3283,40% Male,42,17,0.00457
t3283,40% Male,42,18,0.00511
t3283,40% Male,42,19,0.00569
t3283,40% Male,42,20,0.00637
t3283,40% Male,42,21,0.00708
t3283,40% Male,42,22,0.00782
t3283,40% Male,42,23,0.00868
t3283,40% Male,42,24,0.00966
t3283,40% Male,42,25,0.01073
t3283,40% Male,43,1,3.5e-4
t3283,40% Male,43,2,5.5e-4
t3283,40% Male,43,3,7.4e-4
t3283,40% Male,43,4,9.6e-4
t3283,40% Male,43,5,0.00113
t3283,40% Male,43,6,0.00129
t3283,40% Male,43,7,0.00146
t3283,40% Male,43,8,0.00169
t3283,40% Male,43,9,0.00195
t3283,40% Male,43,10,0.00223
t3283,40% Male,43,11,0.00249
t3283,40% Male,43,12,0.0028
t3283,40% Male,43,13,0.00318
t3283,40% Male,43,14,0.00357
t3283,40% Male,43,15,0.004
t3283,40% Male,43,16,0.00451
t3283,40% Male,43,17,0.00507
t3283,40% Male,43,18,0.00565
t3283,40% Male,43,19,0.00631
t3283,40% Male,43,20,0.00703
t3283,40% Male,43,21,0.00782
t3283,40% Male,43,22,0.00866
t3283,40% Male,43,23,0.00963
t3283,40% Male,43,24,0.0107
t3283,40% Male,43,25,0.01187
t3283,40% Male,44,1,3.9e-4
t3283,40% Male,44,2,5.8e-4
t3283,40% Male,44,3,8.1e-4
t3283,40% Male,44,4,0.00106
t3283,40% Male,44,5,0.00123
t3283,40% Male,44,6,0.0014
t3283,40% Male,44,7,0.0016
t3283,40% Male,44,8,0.00185
t3283,40% Male,44,9,0.00213
t3283,40% Male,44,10,0.00243
t3283,40% Male,44,11,0.00272
t3283,40% Male,44,12,0.00308
t3283,40% Male,44,13,0.00351
t3283,40% Male,44,14,0.00396
t3283,40% Male,44,15,0.00444
t3283,40% Male,44,16,0.00501
t3283,40% Male,44,17,0.00561
t3283,40% Male,44,18,0.00626
t3283,40% Male,44,19,0.00697
t3283,40% Male,44,20,0.00777
t3283,40% Male,44,21,0.00863
t3283,40% Male,44,22,0.00961
t3283,40% Male,44,23,0.01069
t3283,40% Male,44,24,0.01186
t3283,40% Male,44,25,0.01313
t3283,40% Male,45,1,4.3e-4
t3283,40% Male,45,2,6.1e-4
t3283,40% Male,45,3,8.8e-4
t3283,40% Male,45,4,0.00116
t3283,40% Male,45,5,0.00134
t3283,40% Male,45,6,0.00154
t3283,40% Male,45,7,0.00176
t3283,40% Male,45,8,0.00204
t3283,40% Male,45,9,0.00233
t3283,40% Male,45,10,0.00265
t3283,40% Male,45,11,0.00299
t3283,40% Male,45,12,0.0034
t3283,40% Male,45,13,0.00389
t3283,40% Male,45,14,0.00439
t3283,40% Male,45,15,0.00493
t3283,40% Male,45,16,0.00555
t3283,40% Male,45,17,0.00623
t3283,40% Male,45,18,0.00693
t3283,40% Male,45,19,0.00771
t3283,40% Male,45,20,0.00858
t3283,40% Male,45,21,0.00957
t3283,40% Male,45,22,0.01068
t3283,40% Male,45,23,0.01186
t3283,40% Male,45,24,0.01313
t3283,40% Male,45,25,0.01454
t3283,40% Male,46,1,4.7e-4
t3283,40% Male,46,2,6.5e-4
t3283,40% Male,46,3,9.7e-4
t3283,40% Male,46,4,0.00126
t3283,40% Male,46,5,0.00147
t3283,40% Male,46,6,0.0017
t3283,40% Male,46,7,0.00195
t3283,40% Male,46,8,0.00224
t3283,40% Male,46,9,0.00255
t3283,40% Male,46,10,0.0029
t3283,40% Male,46,11,0.00329
t3283,40% Male,46,12,0.00378
t3283,40% Male,46,13,0.00432
t3283,40% Male,46,14,0.00487
t3283,40% Male,46,15,0.00548
t3283,40% Male,46,16,0.00617
t3283,40% Male,46,17,0.00691
t3283,40% Male,46,18,0.00767
t3283,40% Male,46,19,0.00853
t3283,40% Male,46,20,0.0095
t3283,40% Male,46,21,0.01062
t3283,40% Male,46,22,0.01186
t3283,40% Male,46,23,0.01313
t3283,40% Male,46,24,0.01454
t3283,40% Male,46,25,0.01611
t3283,40% Male,47,1,5e-4
t3283,40% Male,47,2,6.9e-4
t3283,40% Male,47,3,0.00108
t3283,40% Male,47,4,0.00139
t3283,40% Male,47,5,0.00162
t3283,40% Male,47,6,0.00188
t3283,40% Male,47,7,0.00216
t3283,40% Male,47,8,0.00247
t3283,40% Male,47,9,0.00279
t3283,40% Male,47,10,0.0032
t3283,40% Male,47,11,0.00367
t3283,40% Male,47,12,0.00421
t3283,40% Male,47,13,0.0048
t3283,40% Male,47,14,0.00541
t3283,40% Male,47,15,0.00608
t3283,40% Male,47,16,0.00686
t3283,40% Male,47,17,0.00765
t3283,40% Male,47,18,0.0085
t3283,40% Male,47,19,0.00945
t3283,40% Male,47,20,0.01053
t3283,40% Male,47,21,0.0118
t3283,40% Male,47,22,0.01313
t3283,40% Male,47,23,0.01454
t3283,40% Male,47,24,0.01611
t3283,40% Male,47,25,0.01789
t3283,40% Male,48,1,5.3e-4
t3283,40% Male,48,2,7.6e-4
t3283,40% Male,48,3,0.00122
t3283,40% Male,48,4,0.00154
t3283,40% Male,48,5,0.00181
t3283,40% Male,48,6,0.00209
t3283,40% Male,48,7,0.00239
t3283,40% Male,48,8,0.0027
t3283,40% Male,48,9,0.00307
t3283,40% Male,48,10,0.00357
t3283,40% Male,48,11,0.00408
t3283,40% Male,48,12,0.00466
t3283,40% Male,48,13,0.00531
t3283,40% Male,48,14,0.00599
t3283,40% Male,48,15,0.00673
t3283,40% Male,48,16,0.00759
t3283,40% Male,48,17,0.00846
t3283,40% Male,48,18,0.00941
t3283,40% Male,48,19,0.01046
t3283,40% Male,48,20,0.01167
t3283,40% Male,48,21,0.0131
t3283,40% Male,48,22,0.01454
t3283,40% Male,48,23,0.01611
t3283,40% Male,48,24,0.01789
t3283,40% Male,48,25,0.01989
t3283,40% Male,49,1,5.7e-4
t3283,40% Male,49,2,8.6e-4
t3283,40% Male,49,3,0.00137
t3283,40% Male,49,4,0.00171
t3283,40% Male,49,5,0.00201
t3283,40% Male,49,6,0.00231
t3283,40% Male,49,7,0.00263
t3283,40% Male,49,8,0.00296
t3283,40% Male,49,9,0.00343
t3283,40% Male,49,10,0.00399
t3283,40% Male,49,11,0.00452
t3283,40% Male,49,12,0.00514
t3283,40% Male,49,13,0.00584
t3283,40% Male,49,14,0.00659
t3283,40% Male,49,15,0.00741
t3283,40% Male,49,16,0.00835
t3283,40% Male,49,17,0.00934
t3283,40% Male,49,18,0.01038
t3283,40% Male,49,19,0.01155
t3283,40% Male,49,20,0.0129
t3283,40% Male,49,21,0.01454
t3283,40% Male,49,22,0.01611
t3283,40% Male,49,23,0.01789
t3283,40% Male,49,24,0.01989
t3283,40% Male,49,25,0.02213
t3283,40% Male,50,1,5.9e-4
t3283,40% Male,50,2,9.9e-4
t3283,40% Male,50,3,0.00153
t3283,40% Male,50,4,0.0019
t3283,40% Male,50,5,0.00223
t3283,40% Male,50,6,0.00255
t3283,40% Male,50,7,0.00288
t3283,40% Male,50,8,0.00331
t3283,40% Male,50,9,0.00385
t3283,40% Male,50,10,0.00443
t3283,40% Male,50,11,0.005
t3283,40% Male,50,12,0.00567
t3283,40% Male,50,13,0.00641
t3283,40% Male,50,14,0.00722
t3283,40% Male,50,15,0.00814
t3283,40% Male,50,16,0.0092
t3283,40% Male,50,17,0.01028
t3283,40% Male,50,18,0.01142
t3283,40% Male,50,19,0.01271
t3283,40% Male,50,20,0.01422
t3283,40% Male,50,21,0.01611
t3283,40% Male,50,22,0.01789
t3283,40% Male,50,23,0.01989
t3283,40% Male,50,24,0.02213
t3283,40% Male,50,25,0.02464
t3283,40% Male,51,1,6.2e-4
t3283,40% Male,51,2,0.00114
t3283,40% Male,51,3,0.00171
t3283,40% Male,51,4,0.00211
t3283,40% Male,51,5,0.00247
t3283,40% Male,51,6,0.00281
t3283,40% Male,51,7,0.00322
t3283,40% Male,51,8,0.00371
t3283,40% Male,51,9,0.00428
t3283,40% Male,51,10,0.00492
t3283,40% Male,51,11,0.00553
t3283,40% Male,51,12,0.00624
t3283,40% Male,51,13,0.00703
