table,gender,tobacco,issue_age,duration,q_sel
t3365,Male,Nonsmoker,27,6,2.6e-4
t3365,Male,Nonsmoker,27,7,2.9e-4
t3365,Male,Nonsmoker,27,8,3.3e-4
t3365,Male,Nonsmoker,27,9,3.6e-4
t3365,Male,Nonsmoker,27,10,4.5e-4
t3365,Male,Nonsmoker,27,11,5.2e-4
t3365,Male,Nonsmoker,27,12,5.8e-4
t3365,Male,Nonsmoker,27,13,6.3e-4
t3365,Male,Nonsmoker,27,14,7e-4
t3365,Male,Nonsmoker,27,15,7.8e-4
t3365,Male,Nonsmoker,27,16,8.6e-4
t3365,Male,Nonsmoker,27,17,9.7e-4
t3365,Male,Nonsmoker,27,18,0.00106
t3365,Male,Nonsmoker,27,19,0.00109
t3365,Male,Nonsmoker,27,20,0.00116
t3365,Male,Nonsmoker,27,21,0.00125
t3365,Male,Nonsmoker,27,22,0.00139
t3365,Male,Nonsmoker,27,23,0.00157
t3365,Male,Nonsmoker,27,24,0.00177
t3365,Male,Nonsmoker,27,25,0.00198
t3365,Male,Nonsmoker,28,1,1.8e-4
t3365,Male,Nonsmoker,28,2,2e-4
t3365,Male,Nonsmoker,28,3,2.1e-4
t3365,Male,Nonsmoker,28,4,2.4e-4
t3365,Male,Nonsmoker,28,5,2.6e-4
t3365,Male,Nonsmoker,28,6,2.8e-4
t3365,Male,Nonsmoker,28,7,3.1e-4
t3365,Male,Nonsmoker,28,8,3.5e-4
t3365,Male,Nonsmoker,28,9,3.9e-4
t3365,Male,Nonsmoker,28,10,4.9e-4
t3365,Male,Nonsmoker,28,11,5.6e-4
t3365,Male,Nonsmoker,28,12,6.3e-4
t3365,Male,Nonsmoker,28,13,6.8e-4
t3365,Male,Nonsmoker,28,14,7.6e-4
t3365,Male,Nonsmoker,28,15,8.5e-4
t3365,Male,Nonsmoker,28,16,9.2e-4
t3365,Male,Nonsmoker,28,17,0.00103
t3365,Male,Nonsmoker,28,18,0.00109
t3365,Male,Nonsmoker,28,19,0.00115
t3365,Male,Nonsmoker,28,20,0.00124
t3365,Male,Nonsmoker,28,21,0.00136
t3365,Male,Nonsmoker,28,22,0.00152
t3365,Male,Nonsmoker,28,23,0.00172
t3365,Male,Nonsmoker,28,24,0.00192
t3365,Male,Nonsmoker,28,25,0.00216
t3365,Male,Nonsmoker,29,1,1.6e-4
t3365,Male,Nonsmoker,29,2,1.9e-4
t3365,Male,Nonsmoker,29,3,2.1e-4
t3365,Male,Nonsmoker,29,4,2.5e-4
t3365,Male,Nonsmoker,29,5,2.7e-4
t3365,Male,Nonsmoker,29,6,3e-4
t3365,Male,Nonsmoker,29,7,3.3e-4
t3365,Male,Nonsmoker,29,8,3.8e-4
t3365,Male,Nonsmoker,29,9,4.3e-4
t3365,Male,Nonsmoker,29,10,5.4e-4
t3365,Male,Nonsmoker,29,11,6.1e-4
t3365,Male,Nonsmoker,29,12,6.8e-4
t3365,Male,Nonsmoker,29,13,7.3e-4
t3365,Male,Nonsmoker,29,14,8.2e-4
t3365,Male,Nonsmoker,29,15,9e-4
t3365,Male,Nonsmoker,29,16,9.7e-4
t3365,Male,Nonsmoker,29,17,0.00106
t3365,Male,Nonsmoker,29,18,0.00115
t3365,Male,Nonsmoker,29,19,0.00123
t3365,Male,Nonsmoker,29,20,0.00133
t3365,Male,Nonsmoker,29,21,0.00148
t3365,Male,Nonsmoker,29,22,0.00166
t3365,Male,Nonsmoker,29,23,0.00187
t3365,Male,Nonsmoker,29,24,0.0021
t3365,Male,Nonsmoker,29,25,0.00236
t3365,Male,Nonsmoker,30,1,1.6e-4
t3365,Male,Nonsmoker,30,2,1.6e-4
t3365,Male,Nonsmoker,30,3,2.1e-4
t3365,Male,Nonsmoker,30,4,2.5e-4
t3365,Male,Nonsmoker,30,5,2.7e-4
t3365,Male,Nonsmoker,30,6,3e-4
t3365,Male,Nonsmoker,30,7,3.4e-4
t3365,Male,Nonsmoker,30,8,3.9e-4
t3365,Male,Nonsmoker,30,9,4.4e-4
t3365,Male,Nonsmoker,30,10,5.5e-4
t3365,Male,Nonsmoker,30,11,6.2e-4
t3365,Male,Nonsmoker,30,12,6.8e-4
t3365,Male,Nonsmoker,30,13,7.3e-4
t3365,Male,Nonsmoker,30,14,8.3e-4
t3365,Male,Nonsmoker,30,15,9.1e-4
t3365,Male,Nonsmoker,30,16,0.00101
t3365,Male,Nonsmoker,30,17,0.00113
t3365,Male,Nonsmoker,30,18,0.00122
t3365,Male,Nonsmoker,30,19,0.00131
t3365,Male,Nonsmoker,30,20,0.00144
t3365,Male,Nonsmoker,30,21,0.00161
t3365,Male,Nonsmoker,30,22,0.00182
