issue_age,attained_age,duration,table,gender,q_sel,q_ult
1,63,63,t3289,Male,NA,0.00914
1,64,64,t3289,Male,NA,0.01013
1,65,65,t3289,Male,NA,0.01118
1,66,66,t3289,Male,NA,0.0123
1,67,67,t3289,Male,NA,0.0135
1,68,68,t3289,Male,NA,0.01482
1,69,69,t3289,Male,NA,0.01634
1,70,70,t3289,Male,NA,0.01811
1,71,71,t3289,Male,NA,0.0202
1,72,72,t3289,Male,NA,0.02263
1,73,73,t3289,Male,NA,0.02538
1,74,74,t3289,Male,NA,0.02844
1,75,75,t3289,Male,NA,0.03176
1,76,76,t3289,Male,NA,0.03533
1,77,77,t3289,Male,NA,0.03919
1,78,78,t3289,Male,NA,0.04346
1,79,79,t3289,Male,NA,0.048280000000000003
1,80,80,t3289,Male,NA,0.05379
1,81,81,t3289,Male,NA,0.05998
1,82,82,t3289,Male,NA,0.06723
1,83,83,t3289,Male,NA,0.07584
1,84,84,t3289,Male,NA,0.08573
1,85,85,t3289,Male,NA,0.09708
1,86,86,t3289,Male,NA,0.10998
1,87,87,t3289,Male,NA,0.12444
1,88,88,t3289,Male,NA,0.14018
1,89,89,t3289,Male,NA,0.15684
1,90,90,t3289,Male,NA,0.17405
1,91,91,t3289,Male,NA,0.19128
1,92,92,t3289,Male,NA,0.20825
1,93,93,t3289,Male,NA,0.22451
1,94,94,t3289,Male,NA,0.23932
1,95,95,t3289,Male,NA,0.25486
1,96,96,t3289,Male,NA,0.27329
1,97,97,t3289,Male,NA,0.29327
1,98,98,t3289,Male,NA,0.31494
1,99,99,t3289,Male,NA,0.33788
1,100,100,t3289,Male,NA,0.36089
1,101,101,t3289,Male,NA,0.38306
1,102,102,t3289,Male,NA,0.40502
1,103,103,t3289,Male,NA,0.42637
1,104,104,t3289,Male,NA,0.44673
1,105,105,t3289,Male,NA,0.4657
1,106,106,t3289,Male,NA,0.48631
1,107,107,t3289,Male,NA,0.51238
1,108,108,t3289,Male,NA,0.53981
1,109,109,t3289,Male,NA,0.56867
1,110,110,t3289,Male,NA,0.59903
1,111,111,t3289,Male,NA,0.63096
1,112,112,t3289,Male,NA,0.66453
1,113,113,t3289,Male,NA,0.69981
1,114,114,t3289,Male,NA,0.73687
1,115,115,t3289,Male,NA,0.77578
1,116,116,t3289,Male,NA,0.8166
1,117,117,t3289,Male,NA,0.8594
1,118,118,t3289,Male,NA,0.90421
1,119,119,t3289,Male,NA,0.95108
1,120,120,t3289,Male,NA,1
2,2,1,t3289,Male,1.3e-4,1.3e-4
2,3,2,t3289,Male,1.2e-4,1.2e-4
2,4,3,t3289,Male,1.1e-4,1.1e-4
2,5,4,t3289,Male,1e-4,1e-4
2,6,5,t3289,Male,1e-4,1e-4
2,7,6,t3289,Male,9e-5,9e-5
2,8,7,t3289,Male,9e-5,9e-5
2,9,8,t3289,Male,9e-5,9e-5
2,10,9,t3289,Male,1e-4,1e-4
2,11,10,t3289,Male,1.1e-4,1.1e-4
2,12,11,t3289,Male,1.4e-4,1.4e-4
2,13,12,t3289,Male,2e-4,2e-4
2,14,13,t3289,Male,2.9e-4,2.9e-4
2,15,14,t3289,Male,4.2e-4,4.2e-4
2,16,15,t3289,Male,5.9e-4,5.9e-4
2,17,16,t3289,Male,7.8e-4,7.8e-4
2,18,17,t3289,Male,8e-4,8e-4
2,19,18,t3289,Male,8.4e-4,8.4e-4
2,20,19,t3289,Male,8.7e-4,8.7e-4
2,21,20,t3289,Male,9e-4,9e-4
2,22,21,t3289,Male,0.00093000000000000005,0.00093000000000000005
2,23,22,t3289,Male,9.6e-4,9.6e-4
2,24,23,t3289,Male,0.001,0.001
2,25,24,t3289,Male,0.00101,0.00101
2,26,25,t3289,Male,0.00101,0.00101
2,27,26,t3289,Male,NA,0.001
2,28,27,t3289,Male,NA,9.8e-4
2,29,28,t3289,Male,NA,9.8e-4
2,30,29,t3289,Male,NA,0.001
2,31,30,t3289,Male,NA,0.00105
2,32,31,t3289,Male,NA,0.00113
2,33,32,t3289,Male,NA,0.00121
2,34,33,t3289,Male,NA,0.0013
2,35,34,t3289,Male,NA,0.00141
2,36,35,t3289,Male,NA,0.00154
2,37,36,t3289,Male,NA,0.00169
2,38,37,t3289,Male,NA,0.00183
2,39,38,t3289,Male,NA,0.00198
2,40,39,t3289,Male,NA,0.00213
2,41,40,t3289,Male,NA,0.00227
2,42,41,t3289,Male,NA,0.00239
2,43,42,t3289,Male,NA,0.00244
2,44,43,t3289,Male,NA,0.00251
2,45,44,t3289,Male,NA,0.00257
2,46,45,t3289,Male,NA,0.00264
2,47,46,t3289,Male,NA,0.00271
2,48,47,t3289,Male,NA,0.00277
2,49,48,t3289,Male,NA,0.00287
2,50,49,t3289,Male,NA,0.00301
2,51,50,t3289,Male,NA,0.00319
2,52,51,t3289,Male,NA,0.00339
2,53,52,t3289,Male,NA,0.00363
2,54,53,t3289,Male,NA,0.0039
2,55,54,t3289,Male,NA,0.00422
2,56,55,t3289,Male,NA,0.00458
2,57,56,t3289,Male,NA,0.005
2,58,57,t3289,Male,NA,0.00548
2,59,58,t3289,Male,NA,0.00604
2,60,59,t3289,Male,NA,0.00667
2,61,60,t3289,Male,NA,0.0074
2,62,61,t3289,Male,NA,0.00822
2,63,62,t3289,Male,NA,0.00914
2,64,63,t3289,Male,NA,0.01013
2,65,64,t3289,Male,NA,0.01118
2,66,65,t3289,Male,NA,0.0123
2,67,66,t3289,Male,NA,0.0135
2,68,67,t3289,Male,NA,0.01482
2,69,68,t3289,Male,NA,0.01634
2,70,69,t3289,Male,NA,0.01811
2,71,70,t3289,Male,NA,0.0202
2,72,71,t3289,Male,NA,0.02263
2,73,72,t3289,Male,NA,0.02538
2,74,73,t3289,Male,NA,0.02844
2,75,74,t3289,Male,NA,0.03176
2,76,75,t3289,Male,NA,0.03533
2,77,76,t3289,Male,NA,0.03919
2,78,77,t3289,Male,NA,0.04346
2,79,78,t3289,Male,NA,0.048280000000000003
2,80,79,t3289,Male,NA,0.05379
2,81,80,t3289,Male,NA,0.05998
2,82,81,t3289,Male,NA,0.06723
2,83,82,t3289,Male,NA,0.07584
2,84,83,t3289,Male,NA,0.08573
2,85,84,t3289,Male,NA,0.09708
2,86,85,t3289,Male,NA,0.10998
2,87,86,t3289,Male,NA,0.12444
2,88,87,t3289,Male,NA,0.14018
2,89,88,t3289,Male,NA,0.15684
2,90,89,t3289,Male,NA,0.17405
2,91,90,t3289,Male,NA,0.19128
2,92,91,t3289,Male,NA,0.20825
2,93,92,t3289,Male,NA,0.22451
2,94,93,t3289,Male,NA,0.23932
2,95,94,t3289,Male,NA,0.25486
2,96,95,t3289,Male,NA,0.27329
2,97,96,t3289,Male,NA,0.29327
2,98,97,t3289,Male,NA,0.31494
2,99,98,t3289,Male,NA,0.33788
2,100,99,t3289,Male,NA,0.36089
2,101,100,t3289,Male,NA,0.38306
2,102,101,t3289,Male,NA,0.40502
2,103,102,t3289,Male,NA,0.42637
2,104,103,t3289,Male,NA,0.44673
2,105,104,t3289,Male,NA,0.4657
2,106,105,t3289,Male,NA,0.48631
2,107,106,t3289,Male,NA,0.51238
2,108,107,t3289,Male,NA,0.53981
2,109,108,t3289,Male,NA,0.56867
2,110,109,t3289,Male,NA,0.59903
2,111,110,t3289,Male,NA,0.63096
2,112,111,t3289,Male,NA,0.66453
2,113,112,t3289,Male,NA,0.69981
2,114,113,t3289,Male,NA,0.73687
2,115,114,t3289,Male,NA,0.77578
2,116,115,t3289,Male,NA,0.8166
2,117,116,t3289,Male,NA,0.8594
2,118,117,t3289,Male,NA,0.90421
2,119,118,t3289,Male,NA,0.95108
2,120,119,t3289,Male,NA,1
3,3,1,t3289,Male,1.2e-4,1.2e-4
3,4,2,t3289,Male,1.1e-4,1.1e-4
3,5,3,t3289,Male,1e-4,1e-4
3,6,4,t3289,Male,1e-4,1e-4
3,7,5,t3289,Male,9e-5,9e-5
3,8,6,t3289,Male,9e-5,9e-5
3,9,7,t3289,Male,9e-5,9e-5
3,10,8,t3289,Male,1e-4,1e-4
3,11,9,t3289,Male,1.1e-4,1.1e-4
3,12,10,t3289,Male,1.4e-4,1.4e-4
3,13,11,t3289,Male,2e-4,2e-4
3,14,12,t3289,Male,2.9e-4,2.9e-4
3,15,13,t3289,Male,4.2e-4,4.2e-4
3,16,14,t3289,Male,5.9e-4,5.9e-4
3,17,15,t3289,Male,7.8e-4,7.8e-4
3,18,16,t3289,Male,8e-4,8e-4
3,19,17,t3289,Male,8.4e-4,8.4e-4
3,20,18,t3289,Male,8.7e-4,8.7e-4
3,21,19,t3289,Male,9e-4,9e-4
3,22,20,t3289,Male,0.00093000000000000005,0.00093000000000000005
3,23,21,t3289,Male,9.6e-4,9.6e-4
3,24,22,t3289,Male,0.001,0.001
3,25,23,t3289,Male,0.00101,0.00101
3,26,24,t3289,Male,0.00101,0.00101
3,27,25,t3289,Male,0.001,0.001
3,28,26,t3289,Male,NA,9.8e-4
3,29,27,t3289,Male,NA,9.8e-4
3,30,28,t3289,Male,NA,0.001
3,31,29,t3289,Male,NA,0.00105
3,32,30,t3289,Male,NA,0.00113
3,33,31,t3289,Male,NA,0.00121
3,34,32,t3289,Male,NA,0.0013
3,35,33,t3289,Male,NA,0.00141
3,36,34,t3289,Male,NA,0.00154
3,37,35,t3289,Male,NA,0.00169
3,38,36,t3289,Male,NA,0.00183
3,39,37,t3289,Male,NA,0.00198
3,40,38,t3289,Male,NA,0.00213
3,41,39,t3289,Male,NA,0.00227
3,42,40,t3289,Male,NA,0.00239
3,43,41,t3289,Male,NA,0.00244
3,44,42,t3289,Male,NA,0.00251
3,45,43,t3289,Male,NA,0.00257
3,46,44,t3289,Male,NA,0.00264
3,47,45,t3289,Male,NA,0.00271
3,48,46,t3289,Male,NA,0.00277
3,49,47,t3289,Male,NA,0.00287
3,50,48,t3289,Male,NA,0.00301
3,51,49,t3289,Male,NA,0.00319
3,52,50,t3289,Male,NA,0.00339
3,53,51,t3289,Male,NA,0.00363
3,54,52,t3289,Male,NA,0.0039
3,55,53,t3289,Male,NA,0.00422
3,56,54,t3289,Male,NA,0.00458
3,57,55,t3289,Male,NA,0.005
3,58,56,t3289,Male,NA,0.00548
3,59,57,t3289,Male,NA,0.00604
3,60,58,t3289,Male,NA,0.00667
3,61,59,t3289,Male,NA,0.0074
3,62,60,t3289,Male,NA,0.00822
3,63,61,t3289,Male,NA,0.00914
3,64,62,t3289,Male,NA,0.01013
3,65,63,t3289,Male,NA,0.01118
3,66,64,t3289,Male,NA,0.0123
3,67,65,t3289,Male,NA,0.0135
3,68,66,t3289,Male,NA,0.01482
3,69,67,t3289,Male,NA,0.01634
3,70,68,t3289,Male,NA,0.01811
3,71,69,t3289,Male,NA,0.0202
3,72,70,t3289,Male,NA,0.02263
3,73,71,t3289,Male,NA,0.02538
3,74,72,t3289,Male,NA,0.02844
3,75,73,t3289,Male,NA,0.03176
3,76,74,t3289,Male,NA,0.03533
3,77,75,t3289,Male,NA,0.03919
3,78,76,t3289,Male,NA,0.04346
3,79,77,t3289,Male,NA,0.048280000000000003
3,80,78,t3289,Male,NA,0.05379
3,81,79,t3289,Male,NA,0.05998
3,82,80,t3289,Male,NA,0.06723
3,83,81,t3289,Male,NA,0.07584
3,84,82,t3289,Male,NA,0.08573
3,85,83,t3289,Male,NA,0.09708
3,86,84,t3289,Male,NA,0.10998
3,87,85,t3289,Male,NA,0.12444
3,88,86,t3289,Male,NA,0.14018
3,89,87,t3289,Male,NA,0.15684
3,90,88,t3289,Male,NA,0.17405
3,91,89,t3289,Male,NA,0.19128
3,92,90,t3289,Male,NA,0.20825
3,93,91,t3289,Male,NA,0.22451
3,94,92,t3289,Male,NA,0.23932
3,95,93,t3289,Male,NA,0.25486
3,96,94,t3289,Male,NA,0.27329
3,97,95,t3289,Male,NA,0.29327
3,98,96,t3289,Male,NA,0.31494
3,99,97,t3289,Male,NA,0.33788
3,100,98,t3289,Male,NA,0.36089
3,101,99,t3289,Male,NA,0.38306
3,102,100,t3289,Male,NA,0.40502
3,103,101,t3289,Male,NA,0.42637
3,104,102,t3289,Male,NA,0.44673
3,105,103,t3289,Male,NA,0.4657
3,106,104,t3289,Male,NA,0.48631
3,107,105,t3289,Male,NA,0.51238
3,108,106,t3289,Male,NA,0.53981
3,109,107,t3289,Male,NA,0.56867
3,110,108,t3289,Male,NA,0.59903
3,111,109,t3289,Male,NA,0.63096
3,112,110,t3289,Male,NA,0.66453
3,113,111,t3289,Male,NA,0.69981
3,114,112,t3289,Male,NA,0.73687
3,115,113,t3289,Male,NA,0.77578
3,116,114,t3289,Male,NA,0.8166
3,117,115,t3289,Male,NA,0.8594
3,118,116,t3289,Male,NA,0.90421
3,119,117,t3289,Male,NA,0.95108
3,120,118,t3289,Male,NA,1
4,4,1,t3289,Male,1.1e-4,1.1e-4
4,5,2,t3289,Male,1e-4,1e-4
4,6,3,t3289,Male,1e-4,1e-4
4,7,4,t3289,Male,9e-5,9e-5
4,8,5,t3289,Male,9e-5,9e-5
4,9,6,t3289,Male,9e-5,9e-5
4,10,7,t3289,Male,1e-4,1e-4
4,11,8,t3289,Male,1.1e-4,1.1e-4
4,12,9,t3289,Male,1.4e-4,1.4e-4
4,13,10,t3289,Male,2e-4,2e-4
4,14,11,t3289,Male,2.9e-4,2.9e-4
4,15,12,t3289,Male,4.2e-4,4.2e-4
4,16,13,t3289,Male,5.9e-4,5.9e-4
4,17,14,t3289,Male,7.8e-4,7.8e-4
4,18,15,t3289,Male,8e-4,8e-4
4,19,16,t3289,Male,8.4e-4,8.4e-4
4,20,17,t3289,Male,8.7e-4,8.7e-4
4,21,18,t3289,Male,9e-4,9e-4
4,22,19,t3289,Male,0.00093000000000000005,0.00093000000000000005
4,23,20,t3289,Male,9.6e-4,9.6e-4
4,24,21,t3289,Male,0.001,0.001
4,25,22,t3289,Male,0.00101,0.00101
4,26,23,t3289,Male,0.00101,0.00101
4,27,24,t3289,Male,0.001,0.001
4,28,25,t3289,Male,9.8e-4,9.8e-4
4,29,26,t3289,Male,NA,9.8e-4
4,30,27,t3289,Male,NA,0.001
4,31,28,t3289,Male,NA,0.00105
4,32,29,t3289,Male,NA,0.00113
4,33,30,t3289,Male,NA,0.00121
4,34,31,t3289,Male,NA,0.0013
4,35,32,t3289,Male,NA,0.00141
4,36,33,t3289,Male,NA,0.00154
4,37,34,t3289,Male,NA,0.00169
4,38,35,t3289,Male,NA,0.00183
4,39,36,t3289,Male,NA,0.00198
4,40,37,t3289,Male,NA,0.00213
4,41,38,t3289,Male,NA,0.00227
4,42,39,t3289,Male,NA,0.00239
4,43,40,t3289,Male,NA,0.00244
4,44,41,t3289,Male,NA,0.00251
4,45,42,t3289,Male,NA,0.00257
4,46,43,t3289,Male,NA,0.00264
4,47,44,t3289,Male,NA,0.00271
4,48,45,t3289,Male,NA,0.00277
4,49,46,t3289,Male,NA,0.00287
4,50,47,t3289,Male,NA,0.00301
4,51,48,t3289,Male,NA,0.00319
4,52,49,t3289,Male,NA,0.00339
4,53,50,t3289,Male,NA,0.00363
4,54,51,t3289,Male,NA,0.0039
4,55,52,t3289,Male,NA,0.00422
4,56,53,t3289,Male,NA,0.00458
4,57,54,t3289,Male,NA,0.005
4,58,55,t3289,Male,NA,0.00548
4,59,56,t3289,Male,NA,0.00604
4,60,57,t3289,Male,NA,0.00667
4,61,58,t3289,Male,NA,0.0074
4,62,59,t3289,Male,NA,0.00822
4,63,60,t3289,Male,NA,0.00914
4,64,61,t3289,Male,NA,0.01013
4,65,62,t3289,Male,NA,0.01118
4,66,63,t3289,Male,NA,0.0123
4,67,64,t3289,Male,NA,0.0135
4,68,65,t3289,Male,NA,0.01482
4,69,66,t3289,Male,NA,0.01634
4,70,67,t3289,Male,NA,0.01811
4,71,68,t3289,Male,NA,0.0202
4,72,69,t3289,Male,NA,0.02263
4,73,70,t3289,Male,NA,0.02538
4,74,71,t3289,Male,NA,0.02844
4,75,72,t3289,Male,NA,0.03176
4,76,73,t3289,Male,NA,0.03533
4,77,74,t3289,Male,NA,0.03919
4,78,75,t3289,Male,NA,0.04346
4,79,76,t3289,Male,NA,0.048280000000000003
4,80,77,t3289,Male,NA,0.05379
4,81,78,t3289,Male,NA,0.05998
4,82,79,t3289,Male,NA,0.06723
4,83,80,t3289,Male,NA,0.07584
4,84,81,t3289,Male,NA,0.08573
4,85,82,t3289,Male,NA,0.09708
4,86,83,t3289,Male,NA,0.10998
4,87,84,t3289,Male,NA,0.12444
4,88,85,t3289,Male,NA,0.14018
4,89,86,t3289,Male,NA,0.15684
4,90,87,t3289,Male,NA,0.17405
4,91,88,t3289,Male,NA,0.19128
4,92,89,t3289,Male,NA,0.20825
4,93,90,t3289,Male,NA,0.22451
4,94,91,t3289,Male,NA,0.23932
4,95,92,t3289,Male,NA,0.25486
4,96,93,t3289,Male,NA,0.27329
4,97,94,t3289,Male,NA,0.29327
4,98,95,t3289,Male,NA,0.31494
4,99,96,t3289,Male,NA,0.33788
4,100,97,t3289,Male,NA,0.36089
4,101,98,t3289,Male,NA,0.38306
4,102,99,t3289,Male,NA,0.40502
4,103,100,t3289,Male,NA,0.42637
4,104,101,t3289,Male,NA,0.44673
4,105,102,t3289,Male,NA,0.4657
4,106,103,t3289,Male,NA,0.48631
4,107,104,t3289,Male,NA,0.51238
4,108,105,t3289,Male,NA,0.53981
4,109,106,t3289,Male,NA,0.56867
4,110,107,t3289,Male,NA,0.59903
4,111,108,t3289,Male,NA,0.63096
4,112,109,t3289,Male,NA,0.66453
4,113,110,t3289,Male,NA,0.69981
4,114,111,t3289,Male,NA,0.73687
4,115,112,t3289,Male,NA,0.77578
4,116,113,t3289,Male,NA,0.8166
4,117,114,t3289,Male,NA,0.8594
4,118,115,t3289,Male,NA,0.90421
4,119,116,t3289,Male,NA,0.95108
4,120,117,t3289,Male,NA,1
5,5,1,t3289,Male,1e-4,1e-4
5,6,2,t3289,Male,1e-4,1e-4
5,7,3,t3289,Male,9e-5,9e-5
5,8,4,t3289,Male,9e-5,9e-5
5,9,5,t3289,Male,9e-5,9e-5
5,10,6,t3289,Male,1e-4,1e-4
5,11,7,t3289,Male,1.1e-4,1.1e-4
5,12,8,t3289,Male,1.4e-4,1.4e-4
5,13,9,t3289,Male,2e-4,2e-4
5,14,10,t3289,Male,2.9e-4,2.9e-4
5,15,11,t3289,Male,4.2e-4,4.2e-4
5,16,12,t3289,Male,5.9e-4,5.9e-4
5,17,13,t3289,Male,7.8e-4,7.8e-4
5,18,14,t3289,Male,8e-4,8e-4
5,19,15,t3289,Male,8.4e-4,8.4e-4
5,20,16,t3289,Male,8.7e-4,8.7e-4
5,21,17,t3289,Male,9e-4,9e-4
5,22,18,t3289,Male,0.00093000000000000005,0.00093000000000000005
5,23,19,t3289,Male,9.6e-4,9.6e-4
5,24,20,t3289,Male,0.001,0.001
5,25,21,t3289,Male,0.00101,0.00101
5,26,22,t3289,Male,0.00101,0.00101
5,27,23,t3289,Male,0.001,0.001
5,28,24,t3289,Male,9.8e-4,9.8e-4
5,29,25,t3289,Male,9.8e-4,9.8e-4
5,30,26,t3289,Male,NA,0.001
5,31,27,t3289,Male,NA,0.00105
5,32,28,t3289,Male,NA,0.00113
5,33,29,t3289,Male,NA,0.00121
5,34,30,t3289,Male,NA,0.0013
5,35,31,t3289,Male,NA,0.00141
5,36,32,t3289,Male,NA,0.00154
5,37,33,t3289,Male,NA,0.00169
5,38,34,t3289,Male,NA,0.00183
5,39,35,t3289,Male,NA,0.00198
5,40,36,t3289,Male,NA,0.00213
5,41,37,t3289,Male,NA,0.00227
