table,gender_blend,tobacco,issue_age,duration,q_sel
t3320,40% Male,Nonsmoker,87,8,0.19923
t3320,40% Male,Nonsmoker,87,9,0.21621
t3320,40% Male,Nonsmoker,87,10,0.23738
t3320,40% Male,Nonsmoker,87,11,0.26038
t3320,40% Male,Nonsmoker,87,12,0.28544
t3320,40% Male,Nonsmoker,87,13,0.31213
t3320,40% Male,Nonsmoker,87,14,0.34003
t3320,40% Male,Nonsmoker,87,15,0.36424
t3320,40% Male,Nonsmoker,87,16,0.38827
t3320,40% Male,Nonsmoker,87,17,0.41168
t3320,40% Male,Nonsmoker,87,18,0.43408
t3320,40% Male,Nonsmoker,87,19,0.45506
t3320,40% Male,Nonsmoker,87,20,0.47423
t3320,40% Male,Nonsmoker,87,21,0.50019
t3320,40% Male,Nonsmoker,87,22,0.52757
t3320,40% Male,Nonsmoker,87,23,0.55644
t3320,40% Male,Nonsmoker,87,24,0.5869
t3320,40% Male,Nonsmoker,87,25,0.61902
t3320,40% Male,Nonsmoker,88,1,0.01548
t3320,40% Male,Nonsmoker,88,2,0.03174
t3320,40% Male,Nonsmoker,88,3,0.05903
t3320,40% Male,Nonsmoker,88,4,0.08952
t3320,40% Male,Nonsmoker,88,5,0.13346
t3320,40% Male,Nonsmoker,88,6,0.18229
t3320,40% Male,Nonsmoker,88,7,0.19923
t3320,40% Male,Nonsmoker,88,8,0.21621
t3320,40% Male,Nonsmoker,88,9,0.23738
t3320,40% Male,Nonsmoker,88,10,0.26038
t3320,40% Male,Nonsmoker,88,11,0.28544
t3320,40% Male,Nonsmoker,88,12,0.31213
t3320,40% Male,Nonsmoker,88,13,0.34003
t3320,40% Male,Nonsmoker,88,14,0.36424
t3320,40% Male,Nonsmoker,88,15,0.38827
t3320,40% Male,Nonsmoker,88,16,0.41168
t3320,40% Male,Nonsmoker,88,17,0.43408
t3320,40% Male,Nonsmoker,88,18,0.45506
t3320,40% Male,Nonsmoker,88,19,0.47423
t3320,40% Male,Nonsmoker,88,20,0.50019
t3320,40% Male,Nonsmoker,88,21,0.52757
t3320,40% Male,Nonsmoker,88,22,0.55644
t3320,40% Male,Nonsmoker,88,23,0.5869
t3320,40% Male,Nonsmoker,88,24,0.61902
t3320,40% Male,Nonsmoker,88,25,0.65291
t3320,40% Male,Nonsmoker,89,1,0.01744
t3320,40% Male,Nonsmoker,89,2,0.03745
t3320,40% Male,Nonsmoker,89,3,0.0712
t3320,40% Male,Nonsmoker,89,4,0.11425
t3320,40% Male,Nonsmoker,89,5,0.16891
t3320,40% Male,Nonsmoker,89,6,0.19923
t3320,40% Male,Nonsmoker,89,7,0.21621
t3320,40% Male,Nonsmoker,89,8,0.23738
t3320,40% Male,Nonsmoker,89,9,0.26038
t3320,40% Male,Nonsmoker,89,10,0.28544
t3320,40% Male,Nonsmoker,89,11,0.31213
t3320,40% Male,Nonsmoker,89,12,0.34003
t3320,40% Male,Nonsmoker,89,13,0.36424
t3320,40% Male,Nonsmoker,89,14,0.38827
t3320,40% Male,Nonsmoker,89,15,0.41168
t3320,40% Male,Nonsmoker,89,16,0.43408
t3320,40% Male,Nonsmoker,89,17,0.45506
t3320,40% Male,Nonsmoker,89,18,0.47423
t3320,40% Male,Nonsmoker,89,19,0.50019
t3320,40% Male,Nonsmoker,89,20,0.52757
t3320,40% Male,Nonsmoker,89,21,0.55644
t3320,40% Male,Nonsmoker,89,22,0.5869
t3320,40% Male,Nonsmoker,89,23,0.61902
t3320,40% Male,Nonsmoker,89,24,0.65291
t3320,40% Male,Nonsmoker,89,25,0.68864
t3320,40% Male,Nonsmoker,90,1,0.01966
t3320,40% Male,Nonsmoker,90,2,0.04415
t3320,40% Male,Nonsmoker,90,3,0.08957
t3320,40% Male,Nonsmoker,90,4,0.14887
t3320,40% Male,Nonsmoker,90,5,0.19923
t3320,40% Male,Nonsmoker,90,6,0.21621
t3320,40% Male,Nonsmoker,90,7,0.23738
t3320,40% Male,Nonsmoker,90,8,0.26038
t3320,40% Male,Nonsmoker,90,9,0.28544
t3320,40% Male,Nonsmoker,90,10,0.31213
t3320,40% Male,Nonsmoker,90,11,0.34003
t3320,40% Male,Nonsmoker,90,12,0.36424
t3320,40% Male,Nonsmoker,90,13,0.38827
t3320,40% Male,Nonsmoker,90,14,0.41168
t3320,40% Male,Nonsmoker,90,15,0.43408
t3320,40% Male,Nonsmoker,90,16,0.45506
t3320,40% Male,Nonsmoker,90,17,0.47423
t3320,40% Male,Nonsmoker,90,18,0.50019
t3320,40% Male,Nonsmoker,90,19,0.52757
t3320,40% Male,Nonsmoker,90,20,0.55644
t3320,40% Male,Nonsmoker,90,21,0.5869
t3320,40% Male,Nonsmoker,90,22,0.61902
t3320,40% Male,Nonsmoker,90,23,0.65291
t3320,40% Male,Nonsmoker,90,24,0.68864
t3320,40% Male,Nonsmoker,90,25,0.72634
t3320,40% Male,Nonsmoker,91,1,0.02498
t3320,40% Male,Nonsmoker,91,2,0.0628
t3320,40% Male,Nonsmoker,91,3,0.13673
t3320,40% Male,Nonsmoker,91,4,0.19923
t3320,40% Male,Nonsmoker,91,5,0.21621
t3320,40% Male,Nonsmoker,91,6,0.23738
t3320,40% Male,Nonsmoker,91,7,0.26038
t3320,40% Male,Nonsmoker,91,8,0.28544
t3320,40% Male,Nonsmoker,91,9,0.31213
t3320,40% Male,Nonsmoker,91,10,0.34003
t3320,40% Male,Nonsmoker,91,11,0.36424
t3320,40% Male,Nonsmoker,91,12,0.38827
t3320,40% Male,Nonsmoker,91,13,0.41168
t3320,40% Male,Nonsmoker,91,14,0.43408
t3320,40% Male,Nonsmoker,91,15,0.45506
t3320,40% Male,Nonsmoker,91,16,0.47423
t3320,40% Male,Nonsmoker,91,17,0.50019
t3320,40% Male,Nonsmoker,91,18,0.52757
t3320,40% Male,Nonsmoker,91,19,0.55644
t3320,40% Male,Nonsmoker,91,20,0.5869
t3320,40% Male,Nonsmoker,91,21,0.61902
t3320,40% Male,Nonsmoker,91,22,0.65291
t3320,40% Male,Nonsmoker,91,23,0.68864
t3320,40% Male,Nonsmoker,91,24,0.72634
t3320,40% Male,Nonsmoker,91,25,0.7661
t3320,40% Male,Nonsmoker,92,1,0.03603
t3320,40% Male,Nonsmoker,92,2,0.09556
t3320,40% Male,Nonsmoker,92,3,0.19923
t3320,40% Male,Nonsmoker,92,4,0.21621
t3320,40% Male,Nonsmoker,92,5,0.23738
t3320,40% Male,Nonsmoker,92,6,0.26038
t3320,40% Male,Nonsmoker,92,7,0.28544
t3320,40% Male,Nonsmoker,92,8,0.31213
t3320,40% Male,Nonsmoker,92,9,0.34003
t3320,40% Male,Nonsmoker,92,10,0.36424
t3320,40% Male,Nonsmoker,92,11,0.38827
t3320,40% Male,Nonsmoker,92,12,0.41168
t3320,40% Male,Nonsmoker,92,13,0.43408
t3320,40% Male,Nonsmoker,92,14,0.45506
t3320,40% Male,Nonsmoker,92,15,0.47423
t3320,40% Male,Nonsmoker,92,16,0.50019
t3320,40% Male,Nonsmoker,92,17,0.52757
t3320,40% Male,Nonsmoker,92,18,0.55644
t3320,40% Male,Nonsmoker,92,19,0.5869
t3320,40% Male,Nonsmoker,92,20,0.61902
t3320,40% Male,Nonsmoker,92,21,0.65291
t3320,40% Male,Nonsmoker,92,22,0.68864
t3320,40% Male,Nonsmoker,92,23,0.72634
t3320,40% Male,Nonsmoker,92,24,0.7661
t3320,40% Male,Nonsmoker,92,25,0.80803
t3320,40% Male,Nonsmoker,93,1,0.05439
t3320,40% Male,Nonsmoker,93,2,0.1403
t3320,40% Male,Nonsmoker,93,3,0.21621
t3320,40% Male,Nonsmoker,93,4,0.23738
t3320,40% Male,Nonsmoker,93,5,0.26038
t3320,40% Male,Nonsmoker,93,6,0.28544
t3320,40% Male,Nonsmoker,93,7,0.31213
t3320,40% Male,Nonsmoker,93,8,0.34003
t3320,40% Male,Nonsmoker,93,9,0.36424
t3320,40% Male,Nonsmoker,93,10,0.38827
t3320,40% Male,Nonsmoker,93,11,0.41168
t3320,40% Male,Nonsmoker,93,12,0.43408
t3320,40% Male,Nonsmoker,93,13,0.45506
t3320,40% Male,Nonsmoker,93,14,0.47423
t3320,40% Male,Nonsmoker,93,15,0.50019
t3320,40% Male,Nonsmoker,93,16,0.52757
t3320,40% Male,Nonsmoker,93,17,0.55644
t3320,40% Male,Nonsmoker,93,18,0.5869
t3320,40% Male,Nonsmoker,93,19,0.61902
t3320,40% Male,Nonsmoker,93,20,0.65291
t3320,40% Male,Nonsmoker,93,21,0.68864
t3320,40% Male,Nonsmoker,93,22,0.72634
t3320,40% Male,Nonsmoker,93,23,0.7661
t3320,40% Male,Nonsmoker,93,24,0.80803
t3320,40% Male,Nonsmoker,93,25,0.85225
t3320,40% Male,Nonsmoker,94,1,0.08135
t3320,40% Male,Nonsmoker,94,2,0.16738
t3320,40% Male,Nonsmoker,94,3,0.23738
t3320,40% Male,Nonsmoker,94,4,0.26038
t3320,40% Male,Nonsmoker,94,5,0.28544
t3320,40% Male,Nonsmoker,94,6,0.31213
t3320,40% Male,Nonsmoker,94,7,0.34003
t3320,40% Male,Nonsmoker,94,8,0.36424
t3320,40% Male,Nonsmoker,94,9,0.38827
t3320,40% Male,Nonsmoker,94,10,0.41168
t3320,40% Male,Nonsmoker,94,11,0.43408
t3320,40% Male,Nonsmoker,94,12,0.45506
t3320,40% Male,Nonsmoker,94,13,0.47423
t3320,40% Male,Nonsmoker,94,14,0.50019
t3320,40% Male,Nonsmoker,94,15,0.52757
t3320,40% Male,Nonsmoker,94,16,0.55644
t3320,40% Male,Nonsmoker,94,17,0.5869
t3320,40% Male,Nonsmoker,94,18,0.61902
t3320,40% Male,Nonsmoker,94,19,0.65291
t3320,40% Male,Nonsmoker,94,20,0.68864
t3320,40% Male,Nonsmoker,94,21,0.72634
t3320,40% Male,Nonsmoker,94,22,0.7661
t3320,40% Male,Nonsmoker,94,23,0.80803
t3320,40% Male,Nonsmoker,94,24,0.85225
t3320,40% Male,Nonsmoker,94,25,0.89891
t3320,40% Male,Nonsmoker,95,1,0.11855
t3320,40% Male,Nonsmoker,95,2,0.23738
t3320,40% Male,Nonsmoker,95,3,0.26038
t3320,40% Male,Nonsmoker,95,4,0.28544
t3320,40% Male,Nonsmoker,95,5,0.31213
t3320,40% Male,Nonsmoker,95,6,0.34003
t3320,40% Male,Nonsmoker,95,7,0.36424
t3320,40% Male,Nonsmoker,95,8,0.38827
t3320,40% Male,Nonsmoker,95,9,0.41168
t3320,40% Male,Nonsmoker,95,10,0.43408
t3320,40% Male,Nonsmoker,95,11,0.45506
t3320,40% Male,Nonsmoker,95,12,0.47423
t3320,40% Male,Nonsmoker,95,13,0.50019
t3320,40% Male,Nonsmoker,95,14,0.52757
t3320,40% Male,Nonsmoker,95,15,0.55644
t3320,40% Male,Nonsmoker,95,16,0.5869
t3320,40% Male,Nonsmoker,95,17,0.61902
t3320,40% Male,Nonsmoker,95,18,0.65291
t3320,40% Male,Nonsmoker,95,19,0.68864
t3320,40% Male,Nonsmoker,95,20,0.72634
t3320,40% Male,Nonsmoker,95,21,0.7661
t3320,40% Male,Nonsmoker,95,22,0.80803
t3320,40% Male,Nonsmoker,95,23,0.85225
t3320,40% Male,Nonsmoker,95,24,0.89891
t3320,40% Male,Nonsmoker,95,25,0.9481
t3321,50% Male,Nonsmoker,18,1,5.8e-4
t3321,50% Male,Nonsmoker,18,2,6e-4
t3321,50% Male,Nonsmoker,18,3,6.1e-4
t3321,50% Male,Nonsmoker,18,4,6.3e-4
t3321,50% Male,Nonsmoker,18,5,6.1e-4
t3321,50% Male,Nonsmoker,18,6,6e-4
t3321,50% Male,Nonsmoker,18,7,5.9e-4
t3321,50% Male,Nonsmoker,18,8,5.9e-4
t3321,50% Male,Nonsmoker,18,9,5.3e-4
t3321,50% Male,Nonsmoker,18,10,5.2e-4
t3321,50% Male,Nonsmoker,18,11,5e-4
t3321,50% Male,Nonsmoker,18,12,4.9e-4
t3321,50% Male,Nonsmoker,18,13,4.8e-4
t3321,50% Male,Nonsmoker,18,14,5.1e-4
t3321,50% Male,Nonsmoker,18,15,5.4e-4
t3321,50% Male,Nonsmoker,18,16,6.1e-4
t3321,50% Male,Nonsmoker,18,17,7e-4
t3321,50% Male,Nonsmoker,18,18,8.1e-4
t3321,50% Male,Nonsmoker,18,19,0.00093000000000000005
t3321,50% Male,Nonsmoker,18,20,0.00104
t3321,50% Male,Nonsmoker,18,21,0.00114
t3321,50% Male,Nonsmoker,18,22,0.00119
t3321,50% Male,Nonsmoker,18,23,0.00123
t3321,50% Male,Nonsmoker,18,24,0.00128
t3321,50% Male,Nonsmoker,18,25,0.00133
t3321,50% Male,Nonsmoker,19,1,5.5e-4
t3321,50% Male,Nonsmoker,19,2,5.7e-4
t3321,50% Male,Nonsmoker,19,3,5.7e-4
t3321,50% Male,Nonsmoker,19,4,5.5e-4
t3321,50% Male,Nonsmoker,19,5,5.5e-4
t3321,50% Male,Nonsmoker,19,6,5.5e-4
t3321,50% Male,Nonsmoker,19,7,5.5e-4
t3321,50% Male,Nonsmoker,19,8,5.1e-4
t3321,50% Male,Nonsmoker,19,9,4.7e-4
t3321,50% Male,Nonsmoker,19,10,4.5e-4
t3321,50% Male,Nonsmoker,19,11,4.7e-4
t3321,50% Male,Nonsmoker,19,12,4.7e-4
t3321,50% Male,Nonsmoker,19,13,4.7e-4
t3321,50% Male,Nonsmoker,19,14,5.1e-4
t3321,50% Male,Nonsmoker,19,15,5.6e-4
t3321,50% Male,Nonsmoker,19,16,6.4e-4
t3321,50% Male,Nonsmoker,19,17,7.4e-4
t3321,50% Male,Nonsmoker,19,18,8.6e-4
t3321,50% Male,Nonsmoker,19,19,9.8e-4
t3321,50% Male,Nonsmoker,19,20,0.00109
t3321,50% Male,Nonsmoker,19,21,0.00117
t3321,50% Male,Nonsmoker,19,22,0.00122
t3321,50% Male,Nonsmoker,19,23,0.00127
t3321,50% Male,Nonsmoker,19,24,0.00131
t3321,50% Male,Nonsmoker,19,25,0.00136
t3321,50% Male,Nonsmoker,20,1,4.8e-4
t3321,50% Male,Nonsmoker,20,2,4.8e-4
t3321,50% Male,Nonsmoker,20,3,5.3e-4
t3321,50% Male,Nonsmoker,20,4,5.2e-4
t3321,50% Male,Nonsmoker,20,5,5e-4
t3321,50% Male,Nonsmoker,20,6,4.9e-4
t3321,50% Male,Nonsmoker,20,7,4.8e-4
t3321,50% Male,Nonsmoker,20,8,4.5e-4
t3321,50% Male,Nonsmoker,20,9,4.2e-4
t3321,50% Male,Nonsmoker,20,10,4.5e-4
t3321,50% Male,Nonsmoker,20,11,4.5e-4
t3321,50% Male,Nonsmoker,20,12,4.6e-4
t3321,50% Male,Nonsmoker,20,13,4.7e-4
t3321,50% Male,Nonsmoker,20,14,5.2e-4
t3321,50% Male,Nonsmoker,20,15,5.8e-4
t3321,50% Male,Nonsmoker,20,16,6.6e-4
t3321,50% Male,Nonsmoker,20,17,7.7e-4
t3321,50% Male,Nonsmoker,20,18,8.9e-4
t3321,50% Male,Nonsmoker,20,19,0.001
t3321,50% Male,Nonsmoker,20,20,0.00111
t3321,50% Male,Nonsmoker,20,21,0.0012
t3321,50% Male,Nonsmoker,20,22,0.00124
t3321,50% Male,Nonsmoker,20,23,0.00128
t3321,50% Male,Nonsmoker,20,24,0.00133
t3321,50% Male,Nonsmoker,20,25,0.00139
t3321,50% Male,Nonsmoker,21,1,4e-4
t3321,50% Male,Nonsmoker,21,2,4.7e-4
t3321,50% Male,Nonsmoker,21,3,4.4e-4
t3321,50% Male,Nonsmoker,21,4,4.3e-4
t3321,50% Male,Nonsmoker,21,5,4.2e-4
t3321,50% Male,Nonsmoker,21,6,4.1e-4
t3321,50% Male,Nonsmoker,21,7,4.1e-4
t3321,50% Male,Nonsmoker,21,8,4e-4
t3321,50% Male,Nonsmoker,21,9,4e-4
t3321,50% Male,Nonsmoker,21,10,4.3e-4
t3321,50% Male,Nonsmoker,21,11,4.4e-4
t3321,50% Male,Nonsmoker,21,12,4.5e-4
t3321,50% Male,Nonsmoker,21,13,4.8e-4
t3321,50% Male,Nonsmoker,21,14,5.3e-4
t3321,50% Male,Nonsmoker,21,15,6e-4
t3321,50% Male,Nonsmoker,21,16,6.9e-4
t3321,50% Male,Nonsmoker,21,17,7.9e-4
t3321,50% Male,Nonsmoker,21,18,9e-4
t3321,50% Male,Nonsmoker,21,19,0.00103
t3321,50% Male,Nonsmoker,21,20,0.00114
t3321,50% Male,Nonsmoker,21,21,0.00121
t3321,50% Male,Nonsmoker,21,22,0.00124
t3321,50% Male,Nonsmoker,21,23,0.00129
t3321,50% Male,Nonsmoker,21,24,0.00135
t3321,50% Male,Nonsmoker,21,25,0.00142
t3321,50% Male,Nonsmoker,22,1,3.6e-4
t3321,50% Male,Nonsmoker,22,2,4e-4
t3321,50% Male,Nonsmoker,22,3,3.9e-4
t3321,50% Male,Nonsmoker,22,4,3.7e-4
t3321,50% Male,Nonsmoker,22,5,3.5e-4
t3321,50% Male,Nonsmoker,22,6,3.5e-4
t3321,50% Male,Nonsmoker,22,7,3.6e-4
t3321,50% Male,Nonsmoker,22,8,3.6e-4
t3321,50% Male,Nonsmoker,22,9,3.8e-4
t3321,50% Male,Nonsmoker,22,10,4.2e-4
t3321,50% Male,Nonsmoker,22,11,4.4e-4
t3321,50% Male,Nonsmoker,22,12,4.6e-4
t3321,50% Male,Nonsmoker,22,13,4.9e-4
t3321,50% Male,Nonsmoker,22,14,5.6e-4
t3321,50% Male,Nonsmoker,22,15,6.4e-4
t3321,50% Male,Nonsmoker,22,16,7.2e-4
t3321,50% Male,Nonsmoker,22,17,8.2e-4
t3321,50% Male,Nonsmoker,22,18,9.2e-4
t3321,50% Male,Nonsmoker,22,19,0.00105
t3321,50% Male,Nonsmoker,22,20,0.00115
t3321,50% Male,Nonsmoker,22,21,0.00121
t3321,50% Male,Nonsmoker,22,22,0.00125
t3321,50% Male,Nonsmoker,22,23,0.00129
t3321,50% Male,Nonsmoker,22,24,0.00136
t3321,50% Male,Nonsmoker,22,25,0.00146
t3321,50% Male,Nonsmoker,23,1,3.2e-4
t3321,50% Male,Nonsmoker,23,2,3.5e-4
t3321,50% Male,Nonsmoker,23,3,3.3e-4
t3321,50% Male,Nonsmoker,23,4,3.1e-4
t3321,50% Male,Nonsmoker,23,5,3.1e-4
t3321,50% Male,Nonsmoker,23,6,3.1e-4
t3321,50% Male,Nonsmoker,23,7,3.3e-4
t3321,50% Male,Nonsmoker,23,8,3.5e-4
t3321,50% Male,Nonsmoker,23,9,3.7e-4
t3321,50% Male,Nonsmoker,23,10,4.1e-4
t3321,50% Male,Nonsmoker,23,11,4.4e-4
t3321,50% Male,Nonsmoker,23,12,4.7e-4
t3321,50% Male,Nonsmoker,23,13,5.2e-4
t3321,50% Male,Nonsmoker,23,14,6e-4
t3321,50% Male,Nonsmoker,23,15,6.8e-4
t3321,50% Male,Nonsmoker,23,16,7.5e-4
t3321,50% Male,Nonsmoker,23,17,8.4e-4
t3321,50% Male,Nonsmoker,23,18,9.5e-4
t3321,50% Male,Nonsmoker,23,19,0.00107
t3321,50% Male,Nonsmoker,23,20,0.00116
t3321,50% Male,Nonsmoker,23,21,0.00122
t3321,50% Male,Nonsmoker,23,22,0.00125
t3321,50% Male,Nonsmoker,23,23,0.00129
t3321,50% Male,Nonsmoker,23,24,0.00139
t3321,50% Male,Nonsmoker,23,25,0.00151
t3321,50% Male,Nonsmoker,24,1,2.7e-4
t3321,50% Male,Nonsmoker,24,2,3e-4
t3321,50% Male,Nonsmoker,24,3,2.8e-4
t3321,50% Male,Nonsmoker,24,4,2.7e-4
t3321,50% Male,Nonsmoker,24,5,2.7e-4
t3321,50% Male,Nonsmoker,24,6,2.9e-4
t3321,50% Male,Nonsmoker,24,7,3.1e-4
t3321,50% Male,Nonsmoker,24,8,3.4e-4
t3321,50% Male,Nonsmoker,24,9,3.7e-4
t3321,50% Male,Nonsmoker,24,10,4.2e-4
t3321,50% Male,Nonsmoker,24,11,4.5e-4
t3321,50% Male,Nonsmoker,24,12,4.9e-4
t3321,50% Male,Nonsmoker,24,13,5.5e-4
t3321,50% Male,Nonsmoker,24,14,6.4e-4
t3321,50% Male,Nonsmoker,24,15,7.1e-4
t3321,50% Male,Nonsmoker,24,16,7.8e-4
t3321,50% Male,Nonsmoker,24,17,8.7e-4
t3321,50% Male,Nonsmoker,24,18,9.8e-4
t3321,50% Male,Nonsmoker,24,19,0.00108
t3321,50% Male,Nonsmoker,24,20,0.00116
t3321,50% Male,Nonsmoker,24,21,0.00123
t3321,50% Male,Nonsmoker,24,22,0.00125
t3321,50% Male,Nonsmoker,24,23,0.00132
t3321,50% Male,Nonsmoker,24,24,0.00144
t3321,50% Male,Nonsmoker,24,25,0.00157
t3321,50% Male,Nonsmoker,25,1,2.3e-4
t3321,50% Male,Nonsmoker,25,2,2.6e-4
t3321,50% Male,Nonsmoker,25,3,2.5e-4
t3321,50% Male,Nonsmoker,25,4,2.4e-4
t3321,50% Male,Nonsmoker,25,5,2.6e-4
t3321,50% Male,Nonsmoker,25,6,2.7e-4
t3321,50% Male,Nonsmoker,25,7,3.1e-4
t3321,50% Male,Nonsmoker,25,8,3.5e-4
t3321,50% Male,Nonsmoker,25,9,3.8e-4
t3321,50% Male,Nonsmoker,25,10,4.3e-4
t3321,50% Male,Nonsmoker,25,11,4.7e-4
t3321,50% Male,Nonsmoker,25,12,5.3e-4
t3321,50% Male,Nonsmoker,25,13,6e-4
t3321,50% Male,Nonsmoker,25,14,6.8e-4
t3321,50% Male,Nonsmoker,25,15,7.5e-4
t3321,50% Male,Nonsmoker,25,16,8.1e-4
t3321,50% Male,Nonsmoker,25,17,9.1e-4
t3321,50% Male,Nonsmoker,25,18,0.00101
t3321,50% Male,Nonsmoker,25,19,0.0011
t3321,50% Male,Nonsmoker,25,20,0.00116
t3321,50% Male,Nonsmoker,25,21,0.00123
t3321,50% Male,Nonsmoker,25,22,0.00128
t3321,50% Male,Nonsmoker,25,23,0.00138
t3321,50% Male,Nonsmoker,25,24,0.00152
t3321,50% Male,Nonsmoker,25,25,0.00166
t3321,50% Male,Nonsmoker,26,1,2e-4
t3321,50% Male,Nonsmoker,26,2,2.3e-4
t3321,50% Male,Nonsmoker,26,3,2.3e-4
t3321,50% Male,Nonsmoker,26,4,2.4e-4
t3321,50% Male,Nonsmoker,26,5,2.5e-4
t3321,50% Male,Nonsmoker,26,6,2.7e-4
t3321,50% Male,Nonsmoker,26,7,3.1e-4
t3321,50% Male,Nonsmoker,26,8,3.6e-4
t3321,50% Male,Nonsmoker,26,9,3.9e-4
t3321,50% Male,Nonsmoker,26,10,4.6e-4
t3321,50% Male,Nonsmoker,26,11,5.1e-4
t3321,50% Male,Nonsmoker,26,12,5.8e-4
t3321,50% Male,Nonsmoker,26,13,6.5e-4
t3321,50% Male,Nonsmoker,26,14,7.3e-4
t3321,50% Male,Nonsmoker,26,15,8e-4
t3321,50% Male,Nonsmoker,26,16,8.6e-4
t3321,50% Male,Nonsmoker,26,17,9.6e-4
t3321,50% Male,Nonsmoker,26,18,0.00106
t3321,50% Male,Nonsmoker,26,19,0.00113
t3321,50% Male,Nonsmoker,26,20,0.00118
t3321,50% Male,Nonsmoker,26,21,0.00125
t3321,50% Male,Nonsmoker,26,22,0.00135
t3321,50% Male,Nonsmoker,26,23,0.00147
t3321,50% Male,Nonsmoker,26,24,0.00162
t3321,50% Male,Nonsmoker,26,25,0.00179
t3321,50% Male,Nonsmoker,27,1,1.8e-4
t3321,50% Male,Nonsmoker,27,2,2.1e-4
t3321,50% Male,Nonsmoker,27,3,2.2e-4
t3321,50% Male,Nonsmoker,27,4,2.4e-4
t3321,50% Male,Nonsmoker,27,5,2.5e-4
t3321,50% Male,Nonsmoker,27,6,2.8e-4
t3321,50% Male,Nonsmoker,27,7,3.2e-4
t3321,50% Male,Nonsmoker,27,8,3.7e-4
t3321,50% Male,Nonsmoker,27,9,4.1e-4
t3321,50% Male,Nonsmoker,27,10,4.9e-4
t3321,50% Male,Nonsmoker,27,11,5.6e-4
t3321,50% Male,Nonsmoker,27,12,6.3e-4
t3321,50% Male,Nonsmoker,27,13,7e-4
t3321,50% Male,Nonsmoker,27,14,7.8e-4
t3321,50% Male,Nonsmoker,27,15,8.5e-4
t3321,50% Male,Nonsmoker,27,16,9.1e-4
t3321,50% Male,Nonsmoker,27,17,0.00101
t3321,50% Male,Nonsmoker,27,18,0.00109
t3321,50% Male,Nonsmoker,27,19,0.00116
t3321,50% Male,Nonsmoker,27,20,0.00123
t3321,50% Male,Nonsmoker,27,21,0.00132
t3321,50% Male,Nonsmoker,27,22,0.00144
t3321,50% Male,Nonsmoker,27,23,0.00159
t3321,50% Male,Nonsmoker,27,24,0.00175
t3321,50% Male,Nonsmoker,27,25,0.00194
t3321,50% Male,Nonsmoker,28,1,1.6e-4
t3321,50% Male,Nonsmoker,28,2,1.9e-4
t3321,50% Male,Nonsmoker,28,3,2.1e-4
t3321,50% Male,Nonsmoker,28,4,2.4e-4
t3321,50% Male,Nonsmoker,28,5,2.6e-4
t3321,50% Male,Nonsmoker,28,6,3e-4
t3321,50% Male,Nonsmoker,28,7,3.4e-4
t3321,50% Male,Nonsmoker,28,8,3.9e-4
t3321,50% Male,Nonsmoker,28,9,4.5e-4
t3321,50% Male,Nonsmoker,28,10,5.4e-4
t3321,50% Male,Nonsmoker,28,11,6.1e-4
t3321,50% Male,Nonsmoker,28,12,6.9e-4
t3321,50% Male,Nonsmoker,28,13,7.6e-4
t3321,50% Male,Nonsmoker,28,14,8.4e-4
t3321,50% Male,Nonsmoker,28,15,9e-4
t3321,50% Male,Nonsmoker,28,16,9.6e-4
t3321,50% Male,Nonsmoker,28,17,0.00106
t3321,50% Male,Nonsmoker,28,18,0.00113
t3321,50% Male,Nonsmoker,28,19,0.00121
t3321,50% Male,Nonsmoker,28,20,0.00131
t3321,50% Male,Nonsmoker,28,21,0.00142
t3321,50% Male,Nonsmoker,28,22,0.00156
t3321,50% Male,Nonsmoker,28,23,0.00172
t3321,50% Male,Nonsmoker,28,24,0.00191
t3321,50% Male,Nonsmoker,28,25,0.00213
t3321,50% Male,Nonsmoker,29,1,1.5e-4
t3321,50% Male,Nonsmoker,29,2,1.9e-4
t3321,50% Male,Nonsmoker,29,3,2.2e-4
t3321,50% Male,Nonsmoker,29,4,2.5e-4
t3321,50% Male,Nonsmoker,29,5,2.8e-4
t3321,50% Male,Nonsmoker,29,6,3.2e-4
t3321,50% Male,Nonsmoker,29,7,3.7e-4
t3321,50% Male,Nonsmoker,29,8,4.2e-4
t3321,50% Male,Nonsmoker,29,9,4.9e-4
t3321,50% Male,Nonsmoker,29,10,5.8e-4
t3321,50% Male,Nonsmoker,29,11,6.6e-4
t3321,50% Male,Nonsmoker,29,12,7.4e-4
t3321,50% Male,Nonsmoker,29,13,8.1e-4
t3321,50% Male,Nonsmoker,29,14,8.8e-4
t3321,50% Male,Nonsmoker,29,15,9.5e-4
t3321,50% Male,Nonsmoker,29,16,0.00101
t3321,50% Male,Nonsmoker,29,17,0.0011
t3321,50% Male,Nonsmoker,29,18,0.00119
t3321,50% Male,Nonsmoker,29,19,0.00129
t3321,50% Male,Nonsmoker,29,20,0.0014
t3321,50% Male,Nonsmoker,29,21,0.00153
t3321,50% Male,Nonsmoker,29,22,0.00169
t3321,50% Male,Nonsmoker,29,23,0.00188
t3321,50% Male,Nonsmoker,29,24,0.0021
t3321,50% Male,Nonsmoker,29,25,0.00236
t3321,50% Male,Nonsmoker,30,1,1.4e-4
t3321,50% Male,Nonsmoker,30,2,1.8e-4
t3321,50% Male,Nonsmoker,30,3,2.2e-4
t3321,50% Male,Nonsmoker,30,4,2.5e-4
