table,gender_blend,tobacco,issue_age,duration,q_sel
t3329,20% Male,Smoker,32,18,0.00335
t3329,20% Male,Smoker,32,19,0.0037
t3329,20% Male,Smoker,32,20,0.00406
t3329,20% Male,Smoker,32,21,0.00449
t3329,20% Male,Smoker,32,22,0.00493
t3329,20% Male,Smoker,32,23,0.00541
t3329,20% Male,Smoker,32,24,0.00595
t3329,20% Male,Smoker,32,25,0.00657
t3329,20% Male,Smoker,33,1,3e-4
t3329,20% Male,Smoker,33,2,4.2e-4
t3329,20% Male,Smoker,33,3,5.6e-4
t3329,20% Male,Smoker,33,4,7e-4
t3329,20% Male,Smoker,33,5,8.4e-4
t3329,20% Male,Smoker,33,6,9.8e-4
t3329,20% Male,Smoker,33,7,0.00112
t3329,20% Male,Smoker,33,8,0.00129
t3329,20% Male,Smoker,33,9,0.00145
t3329,20% Male,Smoker,33,10,0.00164
t3329,20% Male,Smoker,33,11,0.0018
t3329,20% Male,Smoker,33,12,0.00197
t3329,20% Male,Smoker,33,13,0.00218
t3329,20% Male,Smoker,33,14,0.00241
t3329,20% Male,Smoker,33,15,0.00267
t3329,20% Male,Smoker,33,16,0.00298
t3329,20% Male,Smoker,33,17,0.00333
t3329,20% Male,Smoker,33,18,0.00368
t3329,20% Male,Smoker,33,19,0.00403
t3329,20% Male,Smoker,33,20,0.00446
t3329,20% Male,Smoker,33,21,0.00493
t3329,20% Male,Smoker,33,22,0.00541
t3329,20% Male,Smoker,33,23,0.00595
t3329,20% Male,Smoker,33,24,0.00657
t3329,20% Male,Smoker,33,25,0.00727
t3329,20% Male,Smoker,34,1,3.2e-4
t3329,20% Male,Smoker,34,2,4.6e-4
t3329,20% Male,Smoker,34,3,6.3e-4
t3329,20% Male,Smoker,34,4,7.8e-4
t3329,20% Male,Smoker,34,5,0.00093000000000000005
t3329,20% Male,Smoker,34,6,0.00107
t3329,20% Male,Smoker,34,7,0.00122
t3329,20% Male,Smoker,34,8,0.00138
t3329,20% Male,Smoker,34,9,0.00155
t3329,20% Male,Smoker,34,10,0.00174
t3329,20% Male,Smoker,34,11,0.00189
t3329,20% Male,Smoker,34,12,0.00209
t3329,20% Male,Smoker,34,13,0.00238
t3329,20% Male,Smoker,34,14,0.00265
t3329,20% Male,Smoker,34,15,0.00293
t3329,20% Male,Smoker,34,16,0.00327
t3329,20% Male,Smoker,34,17,0.00365
t3329,20% Male,Smoker,34,18,0.00401
t3329,20% Male,Smoker,34,19,0.00443
t3329,20% Male,Smoker,34,20,0.0049
t3329,20% Male,Smoker,34,21,0.00541
t3329,20% Male,Smoker,34,22,0.00595
t3329,20% Male,Smoker,34,23,0.00657
t3329,20% Male,Smoker,34,24,0.00727
t3329,20% Male,Smoker,34,25,0.00805
t3329,20% Male,Smoker,35,1,3.5e-4
t3329,20% Male,Smoker,35,2,5.1e-4
t3329,20% Male,Smoker,35,3,6.9e-4
t3329,20% Male,Smoker,35,4,8.5e-4
t3329,20% Male,Smoker,35,5,0.00101
t3329,20% Male,Smoker,35,6,0.00116
t3329,20% Male,Smoker,35,7,0.00131
t3329,20% Male,Smoker,35,8,0.00147
t3329,20% Male,Smoker,35,9,0.00165
t3329,20% Male,Smoker,35,10,0.00182
t3329,20% Male,Smoker,35,11,0.00201
t3329,20% Male,Smoker,35,12,0.00232
t3329,20% Male,Smoker,35,13,0.00261
t3329,20% Male,Smoker,35,14,0.0029
t3329,20% Male,Smoker,35,15,0.00321
t3329,20% Male,Smoker,35,16,0.00359
t3329,20% Male,Smoker,35,17,0.00399
t3329,20% Male,Smoker,35,18,0.00441
t3329,20% Male,Smoker,35,19,0.00489
t3329,20% Male,Smoker,35,20,0.00541
t3329,20% Male,Smoker,35,21,0.00595
t3329,20% Male,Smoker,35,22,0.00657
t3329,20% Male,Smoker,35,23,0.00726
t3329,20% Male,Smoker,35,24,0.00805
t3329,20% Male,Smoker,35,25,0.00892
t3329,20% Male,Smoker,36,1,3.7e-4
t3329,20% Male,Smoker,36,2,5.5e-4
t3329,20% Male,Smoker,36,3,7.7e-4
t3329,20% Male,Smoker,36,4,9.4e-4
t3329,20% Male,Smoker,36,5,0.00109
t3329,20% Male,Smoker,36,6,0.00124
t3329,20% Male,Smoker,36,7,0.0014
t3329,20% Male,Smoker,36,8,0.00157
t3329,20% Male,Smoker,36,9,0.00173
t3329,20% Male,Smoker,36,10,0.00191
t3329,20% Male,Smoker,36,11,0.00229
t3329,20% Male,Smoker,36,12,0.00255
t3329,20% Male,Smoker,36,13,0.00286
t3329,20% Male,Smoker,36,14,0.00319
t3329,20% Male,Smoker,36,15,0.00354
t3329,20% Male,Smoker,36,16,0.00395
t3329,20% Male,Smoker,36,17,0.00438
t3329,20% Male,Smoker,36,18,0.00486
t3329,20% Male,Smoker,36,19,0.0054
t3329,20% Male,Smoker,36,20,0.00595
t3329,20% Male,Smoker,36,21,0.00656
t3329,20% Male,Smoker,36,22,0.00726
t3329,20% Male,Smoker,36,23,0.00805
t3329,20% Male,Smoker,36,24,0.00892
t3329,20% Male,Smoker,36,25,0.0099
t3329,20% Male,Smoker,37,1,4.1e-4
t3329,20% Male,Smoker,37,2,6.1e-4
t3329,20% Male,Smoker,37,3,8.4e-4
t3329,20% Male,Smoker,37,4,0.00102
t3329,20% Male,Smoker,37,5,0.00118
t3329,20% Male,Smoker,37,6,0.00134
t3329,20% Male,Smoker,37,7,0.00149
t3329,20% Male,Smoker,37,8,0.00165
t3329,20% Male,Smoker,37,9,0.00181
t3329,20% Male,Smoker,37,10,0.00224
t3329,20% Male,Smoker,37,11,0.00251
t3329,20% Male,Smoker,37,12,0.0028
t3329,20% Male,Smoker,37,13,0.00315
t3329,20% Male,Smoker,37,14,0.00351
t3329,20% Male,Smoker,37,15,0.00389
t3329,20% Male,Smoker,37,16,0.00434
t3329,20% Male,Smoker,37,17,0.00484
t3329,20% Male,Smoker,37,18,0.00537
t3329,20% Male,Smoker,37,19,0.00595
t3329,20% Male,Smoker,37,20,0.00656
t3329,20% Male,Smoker,37,21,0.00726
t3329,20% Male,Smoker,37,22,0.00805
t3329,20% Male,Smoker,37,23,0.00892
t3329,20% Male,Smoker,37,24,0.0099
t3329,20% Male,Smoker,37,25,0.011
t3329,20% Male,Smoker,38,1,4.5e-4
t3329,20% Male,Smoker,38,2,6.7e-4
t3329,20% Male,Smoker,38,3,9.1e-4
t3329,20% Male,Smoker,38,4,0.0011
t3329,20% Male,Smoker,38,5,0.00126
t3329,20% Male,Smoker,38,6,0.00142
t3329,20% Male,Smoker,38,7,0.00158
t3329,20% Male,Smoker,38,8,0.00173
t3329,20% Male,Smoker,38,9,0.00215
t3329,20% Male,Smoker,38,10,0.00247
t3329,20% Male,Smoker,38,11,0.00276
t3329,20% Male,Smoker,38,12,0.00308
t3329,20% Male,Smoker,38,13,0.00346
t3329,20% Male,Smoker,38,14,0.00387
t3329,20% Male,Smoker,38,15,0.0043
t3329,20% Male,Smoker,38,16,0.0048
t3329,20% Male,Smoker,38,17,0.00535
t3329,20% Male,Smoker,38,18,0.00592
t3329,20% Male,Smoker,38,19,0.00655
t3329,20% Male,Smoker,38,20,0.00725
t3329,20% Male,Smoker,38,21,0.00805
t3329,20% Male,Smoker,38,22,0.00892
t3329,20% Male,Smoker,38,23,0.0099
t3329,20% Male,Smoker,38,24,0.011
t3329,20% Male,Smoker,38,25,0.01222
t3329,20% Male,Smoker,39,1,4.8e-4
t3329,20% Male,Smoker,39,2,7.2e-4
t3329,20% Male,Smoker,39,3,9.8e-4
t3329,20% Male,Smoker,39,4,0.00118
t3329,20% Male,Smoker,39,5,0.00135
t3329,20% Male,Smoker,39,6,0.00151
t3329,20% Male,Smoker,39,7,0.00166
t3329,20% Male,Smoker,39,8,0.00205
t3329,20% Male,Smoker,39,9,0.00237
t3329,20% Male,Smoker,39,10,0.00271
t3329,20% Male,Smoker,39,11,0.00305
t3329,20% Male,Smoker,39,12,0.00339
t3329,20% Male,Smoker,39,13,0.00382
t3329,20% Male,Smoker,39,14,0.00427
t3329,20% Male,Smoker,39,15,0.00475
t3329,20% Male,Smoker,39,16,0.00531
t3329,20% Male,Smoker,39,17,0.00591
t3329,20% Male,Smoker,39,18,0.00653
t3329,20% Male,Smoker,39,19,0.00724
t3329,20% Male,Smoker,39,20,0.00804
t3329,20% Male,Smoker,39,21,0.00892
t3329,20% Male,Smoker,39,22,0.0099
t3329,20% Male,Smoker,39,23,0.011
t3329,20% Male,Smoker,39,24,0.01221
t3329,20% Male,Smoker,39,25,0.01355
t3329,20% Male,Smoker,40,1,5.2e-4
t3329,20% Male,Smoker,40,2,7.7e-4
t3329,20% Male,Smoker,40,3,0.00104
t3329,20% Male,Smoker,40,4,0.00126
t3329,20% Male,Smoker,40,5,0.00143
t3329,20% Male,Smoker,40,6,0.00159
t3329,20% Male,Smoker,40,7,0.00194
t3329,20% Male,Smoker,40,8,0.00226
t3329,20% Male,Smoker,40,9,0.00262
t3329,20% Male,Smoker,40,10,0.00299
t3329,20% Male,Smoker,40,11,0.00336
t3329,20% Male,Smoker,40,12,0.00375
t3329,20% Male,Smoker,40,13,0.00423
t3329,20% Male,Smoker,40,14,0.00473
t3329,20% Male,Smoker,40,15,0.00525
t3329,20% Male,Smoker,40,16,0.00588
t3329,20% Male,Smoker,40,17,0.00652
t3329,20% Male,Smoker,40,18,0.00722
t3329,20% Male,Smoker,40,19,0.00804
t3329,20% Male,Smoker,40,20,0.00891
t3329,20% Male,Smoker,40,21,0.0099
t3329,20% Male,Smoker,40,22,0.011
t3329,20% Male,Smoker,40,23,0.01221
t3329,20% Male,Smoker,40,24,0.01355
t3329,20% Male,Smoker,40,25,0.01501
t3329,20% Male,Smoker,41,1,5.4e-4
t3329,20% Male,Smoker,41,2,8.2e-4
t3329,20% Male,Smoker,41,3,0.00111
t3329,20% Male,Smoker,41,4,0.00134
t3329,20% Male,Smoker,41,5,0.00152
t3329,20% Male,Smoker,41,6,0.00183
t3329,20% Male,Smoker,41,7,0.00215
t3329,20% Male,Smoker,41,8,0.00251
t3329,20% Male,Smoker,41,9,0.00289
t3329,20% Male,Smoker,41,10,0.00331
t3329,20% Male,Smoker,41,11,0.0037200000000000002
t3329,20% Male,Smoker,41,12,0.00416
t3329,20% Male,Smoker,41,13,0.00468
t3329,20% Male,Smoker,41,14,0.00524
t3329,20% Male,Smoker,41,15,0.00582
t3329,20% Male,Smoker,41,16,0.0065
t3329,20% Male,Smoker,41,17,0.00721
t3329,20% Male,Smoker,41,18,0.00803
t3329,20% Male,Smoker,41,19,0.0089
t3329,20% Male,Smoker,41,20,0.00989
t3329,20% Male,Smoker,41,21,0.01099
t3329,20% Male,Smoker,41,22,0.01221
t3329,20% Male,Smoker,41,23,0.01355
t3329,20% Male,Smoker,41,24,0.01501
t3329,20% Male,Smoker,41,25,0.01661
t3329,20% Male,Smoker,42,1,5.6e-4
t3329,20% Male,Smoker,42,2,8.6e-4
t3329,20% Male,Smoker,42,3,0.00118
t3329,20% Male,Smoker,42,4,0.00144
t3329,20% Male,Smoker,42,5,0.00168
t3329,20% Male,Smoker,42,6,0.00201
t3329,20% Male,Smoker,42,7,0.00238
t3329,20% Male,Smoker,42,8,0.00277
t3329,20% Male,Smoker,42,9,0.00319
t3329,20% Male,Smoker,42,10,0.00365
t3329,20% Male,Smoker,42,11,0.00411
t3329,20% Male,Smoker,42,12,0.0046
t3329,20% Male,Smoker,42,13,0.00518
t3329,20% Male,Smoker,42,14,0.0058
t3329,20% Male,Smoker,42,15,0.00642
t3329,20% Male,Smoker,42,16,0.0072
t3329,20% Male,Smoker,42,17,0.00803
t3329,20% Male,Smoker,42,18,0.00889
t3329,20% Male,Smoker,42,19,0.00988
t3329,20% Male,Smoker,42,20,0.01097
t3329,20% Male,Smoker,42,21,0.01221
t3329,20% Male,Smoker,42,22,0.01355
t3329,20% Male,Smoker,42,23,0.015
t3329,20% Male,Smoker,42,24,0.0166
t3329,20% Male,Smoker,42,25,0.01832
t3329,20% Male,Smoker,43,1,5.9e-4
t3329,20% Male,Smoker,43,2,9.1e-4
t3329,20% Male,Smoker,43,3,0.00125
t3329,20% Male,Smoker,43,4,0.00157
t3329,20% Male,Smoker,43,5,0.00185
t3329,20% Male,Smoker,43,6,0.00223
t3329,20% Male,Smoker,43,7,0.00263
t3329,20% Male,Smoker,43,8,0.00306
t3329,20% Male,Smoker,43,9,0.00353
t3329,20% Male,Smoker,43,10,0.00404
t3329,20% Male,Smoker,43,11,0.00455
t3329,20% Male,Smoker,43,12,0.0051
t3329,20% Male,Smoker,43,13,0.00574
t3329,20% Male,Smoker,43,14,0.00637
t3329,20% Male,Smoker,43,15,0.00711
t3329,20% Male,Smoker,43,16,0.008
t3329,20% Male,Smoker,43,17,0.00888
t3329,20% Male,Smoker,43,18,0.00986
t3329,20% Male,Smoker,43,19,0.01095
t3329,20% Male,Smoker,43,20,0.01218
t3329,20% Male,Smoker,43,21,0.01355
t3329,20% Male,Smoker,43,22,0.015
t3329,20% Male,Smoker,43,23,0.0166
t3329,20% Male,Smoker,43,24,0.01832
t3329,20% Male,Smoker,43,25,0.02014
t3329,20% Male,Smoker,44,1,6.2e-4
t3329,20% Male,Smoker,44,2,9.6e-4
t3329,20% Male,Smoker,44,3,0.00136
t3329,20% Male,Smoker,44,4,0.00173
t3329,20% Male,Smoker,44,5,0.00206
t3329,20% Male,Smoker,44,6,0.00246
t3329,20% Male,Smoker,44,7,0.00291
t3329,20% Male,Smoker,44,8,0.00339
t3329,20% Male,Smoker,44,9,0.0039
t3329,20% Male,Smoker,44,10,0.00448
t3329,20% Male,Smoker,44,11,0.00504
t3329,20% Male,Smoker,44,12,0.00565
t3329,20% Male,Smoker,44,13,0.00628
t3329,20% Male,Smoker,44,14,0.00706
t3329,20% Male,Smoker,44,15,0.0079
t3329,20% Male,Smoker,44,16,0.00887
t3329,20% Male,Smoker,44,17,0.00985
t3329,20% Male,Smoker,44,18,0.01094
t3329,20% Male,Smoker,44,19,0.01217
t3329,20% Male,Smoker,44,20,0.0135
t3329,20% Male,Smoker,44,21,0.015
t3329,20% Male,Smoker,44,22,0.0166
t3329,20% Male,Smoker,44,23,0.01832
t3329,20% Male,Smoker,44,24,0.02014
t3329,20% Male,Smoker,44,25,0.02206
t3329,20% Male,Smoker,45,1,6.4e-4
t3329,20% Male,Smoker,45,2,0.00104
t3329,20% Male,Smoker,45,3,0.00149
t3329,20% Male,Smoker,45,4,0.00191
t3329,20% Male,Smoker,45,5,0.00227
t3329,20% Male,Smoker,45,6,0.00273
t3329,20% Male,Smoker,45,7,0.00322
t3329,20% Male,Smoker,45,8,0.00375
t3329,20% Male,Smoker,45,9,0.00432
t3329,20% Male,Smoker,45,10,0.00496
t3329,20% Male,Smoker,45,11,0.00559
t3329,20% Male,Smoker,45,12,0.00616
t3329,20% Male,Smoker,45,13,0.00698
t3329,20% Male,Smoker,45,14,0.00784
t3329,20% Male,Smoker,45,15,0.00877
t3329,20% Male,Smoker,45,16,0.00984
t3329,20% Male,Smoker,45,17,0.01092
t3329,20% Male,Smoker,45,18,0.01217
t3329,20% Male,Smoker,45,19,0.0135
t3329,20% Male,Smoker,45,20,0.01499
t3329,20% Male,Smoker,45,21,0.01659
t3329,20% Male,Smoker,45,22,0.01832
t3329,20% Male,Smoker,45,23,0.02014
t3329,20% Male,Smoker,45,24,0.02206
t3329,20% Male,Smoker,45,25,0.02408
t3329,20% Male,Smoker,46,1,6.9e-4
t3329,20% Male,Smoker,46,2,0.00111
t3329,20% Male,Smoker,46,3,0.00162
t3329,20% Male,Smoker,46,4,0.00211
t3329,20% Male,Smoker,46,5,0.00252
t3329,20% Male,Smoker,46,6,0.00303
t3329,20% Male,Smoker,46,7,0.00356
t3329,20% Male,Smoker,46,8,0.00415
t3329,20% Male,Smoker,46,9,0.00479
t3329,20% Male,Smoker,46,10,0.00549
t3329,20% Male,Smoker,46,11,0.0061
t3329,20% Male,Smoker,46,12,0.00685
t3329,20% Male,Smoker,46,13,0.00775
t3329,20% Male,Smoker,46,14,0.0087
t3329,20% Male,Smoker,46,15,0.00974
t3329,20% Male,Smoker,46,16,0.0109
t3329,20% Male,Smoker,46,17,0.01216
t3329,20% Male,Smoker,46,18,0.0135
t3329,20% Male,Smoker,46,19,0.01497
t3329,20% Male,Smoker,46,20,0.01648
t3329,20% Male,Smoker,46,21,0.01832
t3329,20% Male,Smoker,46,22,0.02014
t3329,20% Male,Smoker,46,23,0.02206
t3329,20% Male,Smoker,46,24,0.02408
t3329,20% Male,Smoker,46,25,0.02632
t3329,20% Male,Smoker,47,1,7.4e-4
t3329,20% Male,Smoker,47,2,0.00121
t3329,20% Male,Smoker,47,3,0.00178
t3329,20% Male,Smoker,47,4,0.00233
t3329,20% Male,Smoker,47,5,0.0028
t3329,20% Male,Smoker,47,6,0.00336
t3329,20% Male,Smoker,47,7,0.00396
t3329,20% Male,Smoker,47,8,0.0046
t3329,20% Male,Smoker,47,9,0.00531
t3329,20% Male,Smoker,47,10,0.00599
t3329,20% Male,Smoker,47,11,0.00677
t3329,20% Male,Smoker,47,12,0.00764
t3329,20% Male,Smoker,47,13,0.00862
t3329,20% Male,Smoker,47,14,0.00968
t3329,20% Male,Smoker,47,15,0.01083
t3329,20% Male,Smoker,47,16,0.01211
t3329,20% Male,Smoker,47,17,0.01349
t3329,20% Male,Smoker,47,18,0.01496
t3329,20% Male,Smoker,47,19,0.01648
t3329,20% Male,Smoker,47,20,0.0182
t3329,20% Male,Smoker,47,21,0.02014
t3329,20% Male,Smoker,47,22,0.02206
t3329,20% Male,Smoker,47,23,0.02407
t3329,20% Male,Smoker,47,24,0.02631
t3329,20% Male,Smoker,47,25,0.02884
t3329,20% Male,Smoker,48,1,7.9e-4
t3329,20% Male,Smoker,48,2,0.00131
t3329,20% Male,Smoker,48,3,0.00197
t3329,20% Male,Smoker,48,4,0.00259
t3329,20% Male,Smoker,48,5,0.00311
t3329,20% Male,Smoker,48,6,0.00373
t3329,20% Male,Smoker,48,7,0.00438
t3329,20% Male,Smoker,48,8,0.00509
t3329,20% Male,Smoker,48,9,0.00578
t3329,20% Male,Smoker,48,10,0.00666
t3329,20% Male,Smoker,48,11,0.00759
t3329,20% Male,Smoker,48,12,0.0085
t3329,20% Male,Smoker,48,13,0.00959
t3329,20% Male,Smoker,48,14,0.01077
t3329,20% Male,Smoker,48,15,0.01204
t3329,20% Male,Smoker,48,16,0.01345
t3329,20% Male,Smoker,48,17,0.01494
t3329,20% Male,Smoker,48,18,0.01648
t3329,20% Male,Smoker,48,19,0.01815
t3329,20% Male,Smoker,48,20,0.02002
t3329,20% Male,Smoker,48,21,0.02205
t3329,20% Male,Smoker,48,22,0.02407
t3329,20% Male,Smoker,48,23,0.02629
t3329,20% Male,Smoker,48,24,0.02882
t3329,20% Male,Smoker,48,25,0.03137
t3329,20% Male,Smoker,49,1,8.5e-4
t3329,20% Male,Smoker,49,2,0.00143
t3329,20% Male,Smoker,49,3,0.00217
t3329,20% Male,Smoker,49,4,0.00287
t3329,20% Male,Smoker,49,5,0.00346
t3329,20% Male,Smoker,49,6,0.00413
t3329,20% Male,Smoker,49,7,0.00486
t3329,20% Male,Smoker,49,8,0.00556
t3329,20% Male,Smoker,49,9,0.00643
t3329,20% Male,Smoker,49,10,0.0075
t3329,20% Male,Smoker,49,11,0.00842
t3329,20% Male,Smoker,49,12,0.00942
t3329,20% Male,Smoker,49,13,0.01063
t3329,20% Male,Smoker,49,14,0.01193
t3329,20% Male,Smoker,49,15,0.01332
t3329,20% Male,Smoker,49,16,0.01484
t3329,20% Male,Smoker,49,17,0.01647
t3329,20% Male,Smoker,49,18,0.01815
t3329,20% Male,Smoker,49,19,0.01991
t3329,20% Male,Smoker,49,20,0.02189
t3329,20% Male,Smoker,49,21,0.02406
t3329,20% Male,Smoker,49,22,0.02627
t3329,20% Male,Smoker,49,23,0.02881
t3329,20% Male,Smoker,49,24,0.03136
t3329,20% Male,Smoker,49,25,0.03417
t3329,20% Male,Smoker,50,1,9.2e-4
t3329,20% Male,Smoker,50,2,0.00156
t3329,20% Male,Smoker,50,3,0.00239
t3329,20% Male,Smoker,50,4,0.00319
t3329,20% Male,Smoker,50,5,0.00385
t3329,20% Male,Smoker,50,6,0.00459
t3329,20% Male,Smoker,50,7,0.00532
t3329,20% Male,Smoker,50,8,0.00618
t3329,20% Male,Smoker,50,9,0.0073
t3329,20% Male,Smoker,50,10,0.00834
t3329,20% Male,Smoker,50,11,0.00935
t3329,20% Male,Smoker,50,12,0.01046
t3329,20% Male,Smoker,50,13,0.01178
t3329,20% Male,Smoker,50,14,0.01321
t3329,20% Male,Smoker,50,15,0.0147
t3329,20% Male,Smoker,50,16,0.01636
t3329,20% Male,Smoker,50,17,0.01815
t3329,20% Male,Smoker,50,18,0.0199
t3329,20% Male,Smoker,50,19,0.02187
t3329,20% Male,Smoker,50,20,0.02385
t3329,20% Male,Smoker,50,21,0.02626
t3329,20% Male,Smoker,50,22,0.0288
t3329,20% Male,Smoker,50,23,0.03134
t3329,20% Male,Smoker,50,24,0.03417
t3329,20% Male,Smoker,50,25,0.03715
t3329,20% Male,Smoker,51,1,9.9e-4
t3329,20% Male,Smoker,51,2,0.00171
t3329,20% Male,Smoker,51,3,0.00265
t3329,20% Male,Smoker,51,4,0.00356
t3329,20% Male,Smoker,51,5,0.0043
t3329,20% Male,Smoker,51,6,0.00506
t3329,20% Male,Smoker,51,7,0.00594
t3329,20% Male,Smoker,51,8,0.00705
t3329,20% Male,Smoker,51,9,0.00814
t3329,20% Male,Smoker,51,10,0.00929
t3329,20% Male,Smoker,51,11,0.0104
t3329,20% Male,Smoker,51,12,0.01159
t3329,20% Male,Smoker,51,13,0.01305
t3329,20% Male,Smoker,51,14,0.01457
t3329,20% Male,Smoker,51,15,0.01619
t3329,20% Male,Smoker,51,16,0.01803
t3329,20% Male,Smoker,51,17,0.0199
t3329,20% Male,Smoker,51,18,0.02184
t3329,20% Male,Smoker,51,19,0.02381
t3329,20% Male,Smoker,51,20,0.02596
t3329,20% Male,Smoker,51,21,0.02878
t3329,20% Male,Smoker,51,22,0.03133
t3329,20% Male,Smoker,51,23,0.03417
t3329,20% Male,Smoker,51,24,0.03712
t3329,20% Male,Smoker,51,25,0.04042
t3329,20% Male,Smoker,52,1,0.00107
t3329,20% Male,Smoker,52,2,0.0018600000000000001
t3329,20% Male,Smoker,52,3,0.00293
t3329,20% Male,Smoker,52,4,0.00397
t3329,20% Male,Smoker,52,5,0.00479
t3329,20% Male,Smoker,52,6,0.00567
t3329,20% Male,Smoker,52,7,0.00677
t3329,20% Male,Smoker,52,8,0.00786
t3329,20% Male,Smoker,52,9,0.00905
t3329,20% Male,Smoker,52,10,0.01035
t3329,20% Male,Smoker,52,11,0.01159
t3329,20% Male,Smoker,52,12,0.01297
t3329,20% Male,Smoker,52,13,0.01446
t3329,20% Male,Smoker,52,14,0.01612
t3329,20% Male,Smoker,52,15,0.01792
t3329,20% Male,Smoker,52,16,0.01982
t3329,20% Male,Smoker,52,17,0.02181
t3329,20% Male,Smoker,52,18,0.02379
t3329,20% Male,Smoker,52,19,0.02592
t3329,20% Male,Smoker,52,20,0.02838
t3329,20% Male,Smoker,52,21,0.03132
t3329,20% Male,Smoker,52,22,0.03417
t3329,20% Male,Smoker,52,23,0.0371
t3329,20% Male,Smoker,52,24,0.04042
t3329,20% Male,Smoker,52,25,0.04388
t3329,20% Male,Smoker,53,1,0.00116
t3329,20% Male,Smoker,53,2,0.00205
t3329,20% Male,Smoker,53,3,0.00327
t3329,20% Male,Smoker,53,4,0.00443
t3329,20% Male,Smoker,53,5,0.00536
t3329,20% Male,Smoker,53,6,0.00643
t3329,20% Male,Smoker,53,7,0.00756
t3329,20% Male,Smoker,53,8,0.00878
t3329,20% Male,Smoker,53,9,0.0101
t3329,20% Male,Smoker,53,10,0.01154
t3329,20% Male,Smoker,53,11,0.0129
t3329,20% Male,Smoker,53,12,0.0144
t3329,20% Male,Smoker,53,13,0.01599
t3329,20% Male,Smoker,53,14,0.01783
t3329,20% Male,Smoker,53,15,0.01976
t3329,20% Male,Smoker,53,16,0.02178
t3329,20% Male,Smoker,53,17,0.02376
t3329,20% Male,Smoker,53,18,0.02589
t3329,20% Male,Smoker,53,19,0.02833
t3329,20% Male,Smoker,53,20,0.03094
t3329,20% Male,Smoker,53,21,0.03417
t3329,20% Male,Smoker,53,22,0.03707
t3329,20% Male,Smoker,53,23,0.04042
t3329,20% Male,Smoker,53,24,0.04384
t3329,20% Male,Smoker,53,25,0.04766
t3329,20% Male,Smoker,54,1,0.00126
t3329,20% Male,Smoker,54,2,0.00224
t3329,20% Male,Smoker,54,3,0.00363
t3329,20% Male,Smoker,54,4,0.00495
t3329,20% Male,Smoker,54,5,0.00606
t3329,20% Male,Smoker,54,6,0.0072
t3329,20% Male,Smoker,54,7,0.00846
t3329,20% Male,Smoker,54,8,0.00981
t3329,20% Male,Smoker,54,9,0.01128
t3329,20% Male,Smoker,54,10,0.01286
t3329,20% Male,Smoker,54,11,0.01435
t3329,20% Male,Smoker,54,12,0.01596
t3329,20% Male,Smoker,54,13,0.0178
t3329,20% Male,Smoker,54,14,0.01971
t3329,20% Male,Smoker,54,15,0.02175
t3329,20% Male,Smoker,54,16,0.02373
t3329,20% Male,Smoker,54,17,0.02586
t3329,20% Male,Smoker,54,18,0.02827
t3329,20% Male,Smoker,54,19,0.03092
t3329,20% Male,Smoker,54,20,0.03406
t3329,20% Male,Smoker,54,21,0.03704
t3329,20% Male,Smoker,54,22,0.04042
t3329,20% Male,Smoker,54,23,0.04381
t3329,20% Male,Smoker,54,24,0.04761
t3329,20% Male,Smoker,54,25,0.05172
t3329,20% Male,Smoker,55,1,0.00137
t3329,20% Male,Smoker,55,2,0.00248
t3329,20% Male,Smoker,55,3,0.00404
t3329,20% Male,Smoker,55,4,0.00554
t3329,20% Male,Smoker,55,5,0.00681
t3329,20% Male,Smoker,55,6,0.00807
t3329,20% Male,Smoker,55,7,0.00947
t3329,20% Male,Smoker,55,8,0.01098
t3329,20% Male,Smoker,55,9,0.01257
t3329,20% Male,Smoker,55,10,0.01429
t3329,20% Male,Smoker,55,11,0.01594
t3329,20% Male,Smoker,55,12,0.01772
t3329,20% Male,Smoker,55,13,0.01968
t3329,20% Male,Smoker,55,14,0.02172
t3329,20% Male,Smoker,55,15,0.0237
t3329,20% Male,Smoker,55,16,0.02583
t3329,20% Male,Smoker,55,17,0.02822
t3329,20% Male,Smoker,55,18,0.03089
t3329,20% Male,Smoker,55,19,0.03395
t3329,20% Male,Smoker,55,20,0.03702
t3329,20% Male,Smoker,55,21,0.04041
t3329,20% Male,Smoker,55,22,0.04378
t3329,20% Male,Smoker,55,23,0.04756
t3329,20% Male,Smoker,55,24,0.05166
t3329,20% Male,Smoker,55,25,0.05625
t3329,20% Male,Smoker,56,1,0.00149
t3329,20% Male,Smoker,56,2,0.00272
t3329,20% Male,Smoker,56,3,0.0045
t3329,20% Male,Smoker,56,4,0.00619
t3329,20% Male,Smoker,56,5,0.00763
t3329,20% Male,Smoker,56,6,0.00905
t3329,20% Male,Smoker,56,7,0.01059
t3329,20% Male,Smoker,56,8,0.01226
t3329,20% Male,Smoker,56,9,0.014
t3329,20% Male,Smoker,56,10,0.01584
t3329,20% Male,Smoker,56,11,0.01772
t3329,20% Male,Smoker,56,12,0.01959
t3329,20% Male,Smoker,56,13,0.02171
t3329,20% Male,Smoker,56,14,0.02366
t3329,20% Male,Smoker,56,15,0.0258
t3329,20% Male,Smoker,56,16,0.02817
t3329,20% Male,Smoker,56,17,0.03086
t3329,20% Male,Smoker,56,18,0.03391
t3329,20% Male,Smoker,56,19,0.03686
t3329,20% Male,Smoker,56,20,0.04041
